"Step","desert-tree-2 - train/loss","desert-tree-2 - train/loss__MIN","desert-tree-2 - train/loss__MAX"
"742","3.0619","3.0619","3.0619"
"743","3.0619","3.0619","3.0619"
"744","2.7447","2.7447","2.7447"
"745","2.7447","2.7447","2.7447"
"746","3.147","3.147","3.147"
"747","3.147","3.147","3.147"
"748","3.151","3.151","3.151"
"749","3.151","3.151","3.151"
"750","2.9474","2.9474","2.9474"
"751","2.9474","2.9474","2.9474"
"752","2.7942","2.7942","2.7942"
"753","2.7942","2.7942","2.7942"
"754","3.0542","3.0542","3.0542"
"755","3.0542","3.0542","3.0542"
"756","3.0367","3.0367","3.0367"
"757","3.0367","3.0367","3.0367"
"758","3.1429","3.1429","3.1429"
"759","3.1429","3.1429","3.1429"
"760","3.0969","3.0969","3.0969"
"761","3.0969","3.0969","3.0969"
"762","3.1421","3.1421","3.1421"
"763","3.1421","3.1421","3.1421"
"764","2.8926","2.8926","2.8926"
"765","2.8926","2.8926","2.8926"
"766","3.1052","3.1052","3.1052"
"767","3.1052","3.1052","3.1052"
"768","2.8558","2.8558","2.8558"
"769","2.8558","2.8558","2.8558"
"770","2.8984","2.8984","2.8984"
"771","2.8984","2.8984","2.8984"
"772","2.8955","2.8955","2.8955"
"773","2.8955","2.8955","2.8955"
"774","3.0085","3.0085","3.0085"
"775","3.0085","3.0085","3.0085"
"776","2.6394","2.6394","2.6394"
"777","2.6394","2.6394","2.6394"
"778","2.783","2.783","2.783"
"779","2.783","2.783","2.783"
"780","2.6924","2.6924","2.6924"
"781","2.6924","2.6924","2.6924"
"782","2.6658","2.6658","2.6658"
"783","2.6658","2.6658","2.6658"
"784","2.9047","2.9047","2.9047"
"785","2.9047","2.9047","2.9047"
"786","2.7937","2.7937","2.7937"
"787","2.7937","2.7937","2.7937"
"788","2.826","2.826","2.826"
"789","2.826","2.826","2.826"
"790","2.897","2.897","2.897"
"791","2.897","2.897","2.897"
"792","2.8922","2.8922","2.8922"
"793","2.8922","2.8922","2.8922"
"794","2.686","2.686","2.686"
"795","2.686","2.686","2.686"
"796","3.2513","3.2513","3.2513"
"797","3.2513","3.2513","3.2513"
"798","2.6842","2.6842","2.6842"
"799","2.6842","2.6842","2.6842"
"800","2.8286","2.8286","2.8286"
"801","2.8286","2.8286","2.8286"
"802","3.1907","3.1907","3.1907"
"803","3.1907","3.1907","3.1907"
"804","2.7183","2.7183","2.7183"
"805","2.7183","2.7183","2.7183"
"806","3.011","3.011","3.011"
"807","3.011","3.011","3.011"
"808","2.7949","2.7949","2.7949"
"809","2.7949","2.7949","2.7949"
"810","2.9342","2.9342","2.9342"
"811","2.9342","2.9342","2.9342"
"812","2.8224","2.8224","2.8224"
"813","2.8224","2.8224","2.8224"
"814","3.004","3.004","3.004"
"815","3.004","3.004","3.004"
"816","2.7309","2.7309","2.7309"
"817","2.7309","2.7309","2.7309"
"818","2.8854","2.8854","2.8854"
"819","2.8854","2.8854","2.8854"
"820","2.7479","2.7479","2.7479"
"821","2.7479","2.7479","2.7479"
"822","2.9725","2.9725","2.9725"
"823","2.9725","2.9725","2.9725"
"824","2.5716","2.5716","2.5716"
"825","2.5716","2.5716","2.5716"
"826","2.5522","2.5522","2.5522"
"827","2.5522","2.5522","2.5522"
"828","2.6895","2.6895","2.6895"
"829","2.6895","2.6895","2.6895"
"830","2.5819","2.5819","2.5819"
"831","2.5819","2.5819","2.5819"
"832","2.7484","2.7484","2.7484"
"833","2.7484","2.7484","2.7484"
"834","2.4495","2.4495","2.4495"
"835","2.4495","2.4495","2.4495"
"836","2.8589","2.8589","2.8589"
"837","2.8589","2.8589","2.8589"
"838","3.1089","3.1089","3.1089"
"839","3.1089","3.1089","3.1089"
"840","2.7535","2.7535","2.7535"
"841","2.7535","2.7535","2.7535"
"842","2.6924","2.6924","2.6924"
"843","2.6924","2.6924","2.6924"
"844","2.645","2.645","2.645"
"845","2.645","2.645","2.645"
"846","2.7242","2.7242","2.7242"
"847","2.7242","2.7242","2.7242"
"848","2.7048","2.7048","2.7048"
"849","2.7048","2.7048","2.7048"
"850","2.8174","2.8174","2.8174"
"851","2.8174","2.8174","2.8174"
"852","2.6344","2.6344","2.6344"
"853","2.6344","2.6344","2.6344"
"854","2.5839","2.5839","2.5839"
"855","2.5839","2.5839","2.5839"
"856","2.7629","2.7629","2.7629"
"857","2.7629","2.7629","2.7629"
"858","2.6747","2.6747","2.6747"
"859","2.6747","2.6747","2.6747"
"860","2.5727","2.5727","2.5727"
"861","2.5727","2.5727","2.5727"
"862","2.9136","2.9136","2.9136"
"863","2.9136","2.9136","2.9136"
"864","3","3","3"
"865","3","3","3"
"866","2.6379","2.6379","2.6379"
"867","2.6379","2.6379","2.6379"
"868","2.7266","2.7266","2.7266"
"869","2.7266","2.7266","2.7266"
"870","2.6279","2.6279","2.6279"
"871","2.6279","2.6279","2.6279"
"872","2.6944","2.6944","2.6944"
"873","2.6944","2.6944","2.6944"
"874","2.6047","2.6047","2.6047"
"875","2.6047","2.6047","2.6047"
"876","2.7267","2.7267","2.7267"
"877","2.7267","2.7267","2.7267"
"878","2.5974","2.5974","2.5974"
"879","2.5974","2.5974","2.5974"
"880","2.9886","2.9886","2.9886"
"881","2.9886","2.9886","2.9886"
"882","2.7778","2.7778","2.7778"
"883","2.7778","2.7778","2.7778"
"884","2.9004","2.9004","2.9004"
"885","2.9004","2.9004","2.9004"
"886","2.8213","2.8213","2.8213"
"887","2.8213","2.8213","2.8213"
"888","2.7973","2.7973","2.7973"
"889","2.7973","2.7973","2.7973"
"890","2.8591","2.8591","2.8591"
"891","2.8591","2.8591","2.8591"
"892","2.7252","2.7252","2.7252"
"893","2.7252","2.7252","2.7252"
"894","2.646","2.646","2.646"
"895","2.646","2.646","2.646"
"896","2.5628","2.5628","2.5628"
"897","2.5628","2.5628","2.5628"
"898","2.6814","2.6814","2.6814"
"899","2.6814","2.6814","2.6814"
"900","2.8457","2.8457","2.8457"
"901","2.8457","2.8457","2.8457"
"902","2.6785","2.6785","2.6785"
"903","2.6785","2.6785","2.6785"
"904","2.9458","2.9458","2.9458"
"905","2.9458","2.9458","2.9458"
"906","2.8095","2.8095","2.8095"
"907","2.8095","2.8095","2.8095"
"908","2.7209","2.7209","2.7209"
"909","2.7209","2.7209","2.7209"
"910","2.7935","2.7935","2.7935"
"911","2.7935","2.7935","2.7935"
"912","2.8164","2.8164","2.8164"
"913","2.8164","2.8164","2.8164"
"914","2.4971","2.4971","2.4971"
"915","2.4971","2.4971","2.4971"
"916","2.8782","2.8782","2.8782"
"917","2.8782","2.8782","2.8782"
"918","2.5163","2.5163","2.5163"
"919","2.5163","2.5163","2.5163"
"920","2.5828","2.5828","2.5828"
"921","2.5828","2.5828","2.5828"
"922","2.5157","2.5157","2.5157"
"923","2.5157","2.5157","2.5157"
"924","2.8147","2.8147","2.8147"
"925","2.8147","2.8147","2.8147"
"926","3.0878","3.0878","3.0878"
"927","3.0878","3.0878","3.0878"
"928","2.7947","2.7947","2.7947"
"929","2.7947","2.7947","2.7947"
"930","2.72","2.72","2.72"
"931","2.72","2.72","2.72"
"932","2.7184","2.7184","2.7184"
"933","2.7184","2.7184","2.7184"
"934","2.6298","2.6298","2.6298"
"935","2.6298","2.6298","2.6298"
"936","2.6069","2.6069","2.6069"
"937","2.6069","2.6069","2.6069"
"938","2.6596","2.6596","2.6596"
"939","2.6596","2.6596","2.6596"
"940","2.7013","2.7013","2.7013"
"941","2.7013","2.7013","2.7013"
"942","2.7201","2.7201","2.7201"
"943","2.7201","2.7201","2.7201"
"944","2.9433","2.9433","2.9433"
"945","2.9433","2.9433","2.9433"
"946","2.7477","2.7477","2.7477"
"947","2.7477","2.7477","2.7477"
"948","2.6974","2.6974","2.6974"
"949","2.6974","2.6974","2.6974"
"950","2.4852","2.4852","2.4852"
"951","2.4852","2.4852","2.4852"
"952","2.4492","2.4492","2.4492"
"953","2.4492","2.4492","2.4492"
"954","2.7126","2.7126","2.7126"
"955","2.7126","2.7126","2.7126"
"956","2.5707","2.5707","2.5707"
"957","2.5707","2.5707","2.5707"
"958","2.4621","2.4621","2.4621"
"959","2.4621","2.4621","2.4621"
"960","2.629","2.629","2.629"
"961","2.629","2.629","2.629"
"962","2.9925","2.9925","2.9925"
"963","2.9925","2.9925","2.9925"
"964","2.6972","2.6972","2.6972"
"965","2.6972","2.6972","2.6972"
"966","2.6108","2.6108","2.6108"
"967","2.6108","2.6108","2.6108"
"968","2.5528","2.5528","2.5528"
"969","2.5528","2.5528","2.5528"
"970","2.3051","2.3051","2.3051"
"971","2.3051","2.3051","2.3051"
"972","2.4884","2.4884","2.4884"
"973","2.4884","2.4884","2.4884"
"974","2.5274","2.5274","2.5274"
"975","2.5274","2.5274","2.5274"
"976","2.6916","2.6916","2.6916"
"977","2.6916","2.6916","2.6916"
"978","2.3948","2.3948","2.3948"
"979","2.3948","2.3948","2.3948"
"980","2.9548","2.9548","2.9548"
"981","2.9548","2.9548","2.9548"
"982","2.8273","2.8273","2.8273"
"983","2.8273","2.8273","2.8273"
"984","2.7289","2.7289","2.7289"
"985","2.7289","2.7289","2.7289"
"986","2.489","2.489","2.489"
"987","2.489","2.489","2.489"
"988","2.3686","2.3686","2.3686"
"989","2.3686","2.3686","2.3686"
"990","2.5492","2.5492","2.5492"
"991","2.5492","2.5492","2.5492"
"992","2.5957","2.5957","2.5957"
"993","2.5957","2.5957","2.5957"
"994","2.2594","2.2594","2.2594"
"995","2.2594","2.2594","2.2594"
"996","3.0655","3.0655","3.0655"
"997","3.0655","3.0655","3.0655"
"998","2.5184","2.5184","2.5184"
"999","2.5184","2.5184","2.5184"
"1000","2.7059","2.7059","2.7059"
"1001","2.7059","2.7059","2.7059"
"1002","2.4423","2.4423","2.4423"
"1003","2.4423","2.4423","2.4423"
"1004","2.5948","2.5948","2.5948"
"1005","2.5948","2.5948","2.5948"
"1006","2.4036","2.4036","2.4036"
"1007","2.4036","2.4036","2.4036"
"1008","2.5751","2.5751","2.5751"
"1009","2.5751","2.5751","2.5751"
"1010","2.4236","2.4236","2.4236"
"1011","2.4236","2.4236","2.4236"
"1012","2.5796","2.5796","2.5796"
"1013","2.5796","2.5796","2.5796"
"1014","2.5705","2.5705","2.5705"
"1015","2.5705","2.5705","2.5705"
"1016","2.5124","2.5124","2.5124"
"1017","2.5124","2.5124","2.5124"
"1018","2.4172","2.4172","2.4172"
"1019","2.4172","2.4172","2.4172"
"1020","2.8606","2.8606","2.8606"
"1021","2.8606","2.8606","2.8606"
"1022","2.9172","2.9172","2.9172"
"1023","2.9172","2.9172","2.9172"
"1024","2.4531","2.4531","2.4531"
"1025","2.4531","2.4531","2.4531"
"1026","2.412","2.412","2.412"
"1027","2.412","2.412","2.412"
"1028","2.6109","2.6109","2.6109"
"1029","2.6109","2.6109","2.6109"
"1030","2.913","2.913","2.913"
"1031","2.913","2.913","2.913"
"1032","2.375","2.375","2.375"
"1033","2.375","2.375","2.375"
"1034","2.526","2.526","2.526"
"1035","2.526","2.526","2.526"
"1036","2.9532","2.9532","2.9532"
"1037","2.9532","2.9532","2.9532"
"1038","2.6357","2.6357","2.6357"
"1039","2.6357","2.6357","2.6357"
"1040","2.4608","2.4608","2.4608"
"1041","2.4608","2.4608","2.4608"
"1042","2.4413","2.4413","2.4413"
"1043","2.4413","2.4413","2.4413"
"1044","2.4006","2.4006","2.4006"
"1045","2.4006","2.4006","2.4006"
"1046","2.5973","2.5973","2.5973"
"1047","2.5973","2.5973","2.5973"
"1048","2.3182","2.3182","2.3182"
"1049","2.3182","2.3182","2.3182"
"1050","2.5121","2.5121","2.5121"
"1051","2.5121","2.5121","2.5121"
"1052","2.4862","2.4862","2.4862"
"1053","2.4862","2.4862","2.4862"
"1054","2.2958","2.2958","2.2958"
"1055","2.2958","2.2958","2.2958"
"1056","2.5203","2.5203","2.5203"
"1057","2.5203","2.5203","2.5203"
"1058","2.6373","2.6373","2.6373"
"1059","2.6373","2.6373","2.6373"
"1060","2.8834","2.8834","2.8834"
"1061","2.8834","2.8834","2.8834"
"1062","2.8037","2.8037","2.8037"
"1063","2.8037","2.8037","2.8037"
"1064","2.205","2.205","2.205"
"1065","2.205","2.205","2.205"
"1066","2.3705","2.3705","2.3705"
"1067","2.3705","2.3705","2.3705"
"1068","2.6058","2.6058","2.6058"
"1069","2.6058","2.6058","2.6058"
"1070","2.3259","2.3259","2.3259"
"1071","2.3259","2.3259","2.3259"
"1072","2.7278","2.7278","2.7278"
"1073","2.7278","2.7278","2.7278"
"1074","2.2209","2.2209","2.2209"
"1075","2.2209","2.2209","2.2209"
"1076","2.6242","2.6242","2.6242"
"1077","2.6242","2.6242","2.6242"
"1078","2.4544","2.4544","2.4544"
"1079","2.4544","2.4544","2.4544"
"1080","2.6962","2.6962","2.6962"
"1081","2.6962","2.6962","2.6962"
"1082","2.4288","2.4288","2.4288"
"1083","2.4288","2.4288","2.4288"
"1084","2.6189","2.6189","2.6189"
"1085","2.6189","2.6189","2.6189"
"1086","2.2969","2.2969","2.2969"
"1087","2.2969","2.2969","2.2969"
"1088","2.3156","2.3156","2.3156"
"1089","2.3156","2.3156","2.3156"
"1090","2.2936","2.2936","2.2936"
"1091","2.2936","2.2936","2.2936"
"1092","2.5664","2.5664","2.5664"
"1093","2.5664","2.5664","2.5664"
"1094","2.6965","2.6965","2.6965"
"1095","2.6965","2.6965","2.6965"
"1096","2.1147","2.1147","2.1147"
"1097","2.1147","2.1147","2.1147"
"1098","2.4522","2.4522","2.4522"
"1099","2.4522","2.4522","2.4522"
"1100","2.2602","2.2602","2.2602"
"1101","2.2602","2.2602","2.2602"
"1102","2.3918","2.3918","2.3918"
"1103","2.3918","2.3918","2.3918"
"1104","2.3974","2.3974","2.3974"
"1105","2.3974","2.3974","2.3974"
"1106","2.4256","2.4256","2.4256"
"1107","2.4256","2.4256","2.4256"
"1108","2.2896","2.2896","2.2896"
"1109","2.2896","2.2896","2.2896"
"1110","2.3881","2.3881","2.3881"
"1111","2.3881","2.3881","2.3881"
"1112","2.3263","2.3263","2.3263"
"1113","2.3263","2.3263","2.3263"
"1114","2.6365","2.6365","2.6365"
"1115","2.6365","2.6365","2.6365"
"1116","2.3614","2.3614","2.3614"
"1117","2.3614","2.3614","2.3614"
"1118","2.7294","2.7294","2.7294"
"1119","2.7294","2.7294","2.7294"
"1120","2.4531","2.4531","2.4531"
"1121","2.4531","2.4531","2.4531"
"1122","2.3691","2.3691","2.3691"
"1123","2.3691","2.3691","2.3691"
"1124","2.3703","2.3703","2.3703"
"1125","2.3703","2.3703","2.3703"
"1126","2.3763","2.3763","2.3763"
"1127","2.3763","2.3763","2.3763"
"1128","2.2277","2.2277","2.2277"
"1129","2.2277","2.2277","2.2277"
"1130","2.5555","2.5555","2.5555"
"1131","2.5555","2.5555","2.5555"
"1132","2.5694","2.5694","2.5694"
"1133","2.5694","2.5694","2.5694"
"1134","2.4404","2.4404","2.4404"
"1135","2.4404","2.4404","2.4404"
"1136","2.2696","2.2696","2.2696"
"1137","2.2696","2.2696","2.2696"
"1138","2.5523","2.5523","2.5523"
"1139","2.5523","2.5523","2.5523"
"1140","2.4864","2.4864","2.4864"
"1141","2.4864","2.4864","2.4864"
"1142","2.2999","2.2999","2.2999"
"1143","2.2999","2.2999","2.2999"
"1144","2.659","2.659","2.659"
"1145","2.659","2.659","2.659"
"1146","2.5597","2.5597","2.5597"
"1147","2.5597","2.5597","2.5597"
"1148","2.3581","2.3581","2.3581"
"1149","2.3581","2.3581","2.3581"
"1150","2.3976","2.3976","2.3976"
"1151","2.3976","2.3976","2.3976"
"1152","2.3956","2.3956","2.3956"
"1153","2.3956","2.3956","2.3956"
"1154","2.5897","2.5897","2.5897"
"1155","2.5897","2.5897","2.5897"
"1156","2.2512","2.2512","2.2512"
"1157","2.2512","2.2512","2.2512"
"1158","2.5522","2.5522","2.5522"
"1159","2.5522","2.5522","2.5522"
"1160","2.0821","2.0821","2.0821"
"1161","2.0821","2.0821","2.0821"
"1162","2.5733","2.5733","2.5733"
"1163","2.5733","2.5733","2.5733"
"1164","2.2924","2.2924","2.2924"
"1165","2.2924","2.2924","2.2924"
"1166","2.472","2.472","2.472"
"1167","2.472","2.472","2.472"
"1168","2.3575","2.3575","2.3575"
"1169","2.3575","2.3575","2.3575"
"1170","2.3793","2.3793","2.3793"
"1171","2.3793","2.3793","2.3793"
"1172","2.6703","2.6703","2.6703"
"1173","2.6703","2.6703","2.6703"
"1174","2.2931","2.2931","2.2931"
"1175","2.2931","2.2931","2.2931"
"1176","2.4504","2.4504","2.4504"
"1177","2.4504","2.4504","2.4504"
"1178","2.3707","2.3707","2.3707"
"1179","2.3707","2.3707","2.3707"
"1180","2.4222","2.4222","2.4222"
"1181","2.4222","2.4222","2.4222"
"1182","2.218","2.218","2.218"
"1183","2.218","2.218","2.218"
"1184","2.3471","2.3471","2.3471"
"1185","2.3471","2.3471","2.3471"
"1186","2.5617","2.5617","2.5617"
"1187","2.5617","2.5617","2.5617"
"1188","2.4334","2.4334","2.4334"
"1189","2.4334","2.4334","2.4334"
"1190","2.5598","2.5598","2.5598"
"1191","2.5598","2.5598","2.5598"
"1192","2.2296","2.2296","2.2296"
"1193","2.2296","2.2296","2.2296"
"1194","2.2001","2.2001","2.2001"
"1195","2.2001","2.2001","2.2001"
"1196","2.367","2.367","2.367"
"1197","2.367","2.367","2.367"
"1198","2.1262","2.1262","2.1262"
"1199","2.1262","2.1262","2.1262"
"1200","2.2761","2.2761","2.2761"
"1201","2.2761","2.2761","2.2761"
"1202","2.3906","2.3906","2.3906"
"1203","2.3906","2.3906","2.3906"
"1204","2.5025","2.5025","2.5025"
"1205","2.5025","2.5025","2.5025"
"1206","2.3355","2.3355","2.3355"
"1207","2.3355","2.3355","2.3355"
"1208","2.5807","2.5807","2.5807"
"1209","2.5807","2.5807","2.5807"
"1210","2.4838","2.4838","2.4838"
"1211","2.4838","2.4838","2.4838"
"1212","2.2857","2.2857","2.2857"
"1213","2.2857","2.2857","2.2857"
"1214","2.2368","2.2368","2.2368"
"1215","2.2368","2.2368","2.2368"
"1216","2.311","2.311","2.311"
"1217","2.311","2.311","2.311"
"1218","2.317","2.317","2.317"
"1219","2.317","2.317","2.317"
"1220","2.2295","2.2295","2.2295"
"1221","2.2295","2.2295","2.2295"
"1222","2.2585","2.2585","2.2585"
"1223","2.2585","2.2585","2.2585"
"1224","2.3929","2.3929","2.3929"
"1225","2.3929","2.3929","2.3929"
"1226","2.445","2.445","2.445"
"1227","2.445","2.445","2.445"
"1228","2.6389","2.6389","2.6389"
"1229","2.6389","2.6389","2.6389"
"1230","2.3664","2.3664","2.3664"
"1231","2.3664","2.3664","2.3664"
"1232","2.5026","2.5026","2.5026"
"1233","2.5026","2.5026","2.5026"
"1234","2.4737","2.4737","2.4737"
"1235","2.4737","2.4737","2.4737"
"1236","2.177","2.177","2.177"
"1237","2.177","2.177","2.177"
"1238","2.6562","2.6562","2.6562"
"1239","2.6562","2.6562","2.6562"
"1240","2.6137","2.6137","2.6137"
"1241","2.6137","2.6137","2.6137"
"1242","2.305","2.305","2.305"
"1243","2.305","2.305","2.305"
"1244","2.301","2.301","2.301"
"1245","2.301","2.301","2.301"
"1246","2.5599","2.5599","2.5599"
"1247","2.5599","2.5599","2.5599"
"1248","2.5636","2.5636","2.5636"
"1249","2.5636","2.5636","2.5636"
"1250","2.6081","2.6081","2.6081"
"1251","2.6081","2.6081","2.6081"
"1252","2.7935","2.7935","2.7935"
"1253","2.7935","2.7935","2.7935"
"1254","2.4723","2.4723","2.4723"
"1255","2.4723","2.4723","2.4723"
"1256","2.2542","2.2542","2.2542"
"1257","2.2542","2.2542","2.2542"
"1258","2.127","2.127","2.127"
"1259","2.127","2.127","2.127"
"1260","2.2879","2.2879","2.2879"
"1261","2.2879","2.2879","2.2879"
"1262","2.3141","2.3141","2.3141"
"1263","2.3141","2.3141","2.3141"
"1264","2.2313","2.2313","2.2313"
"1265","2.2313","2.2313","2.2313"
"1266","2.2958","2.2958","2.2958"
"1267","2.2958","2.2958","2.2958"
"1268","2.4175","2.4175","2.4175"
"1269","2.4175","2.4175","2.4175"
"1270","2.2791","2.2791","2.2791"
"1271","2.2791","2.2791","2.2791"
"1272","2.3735","2.3735","2.3735"
"1273","2.3735","2.3735","2.3735"
"1274","2.4831","2.4831","2.4831"
"1275","2.4831","2.4831","2.4831"
"1276","2.0171","2.0171","2.0171"
"1277","2.0171","2.0171","2.0171"
"1278","2.166","2.166","2.166"
"1279","2.166","2.166","2.166"
"1280","2.3248","2.3248","2.3248"
"1281","2.3248","2.3248","2.3248"
"1282","2.3014","2.3014","2.3014"
"1283","2.3014","2.3014","2.3014"
"1284","2.7106","2.7106","2.7106"
"1285","2.7106","2.7106","2.7106"
"1286","2.4961","2.4961","2.4961"
"1287","2.4961","2.4961","2.4961"
"1288","2.4362","2.4362","2.4362"
"1289","2.4362","2.4362","2.4362"
"1290","2.5424","2.5424","2.5424"
"1291","2.5424","2.5424","2.5424"
"1292","2.6213","2.6213","2.6213"
"1293","2.6213","2.6213","2.6213"
"1294","2.593","2.593","2.593"
"1295","2.593","2.593","2.593"
"1296","2.6685","2.6685","2.6685"
"1297","2.6685","2.6685","2.6685"
"1298","2.5632","2.5632","2.5632"
"1299","2.5632","2.5632","2.5632"
"1300","2.7841","2.7841","2.7841"
"1301","2.7841","2.7841","2.7841"
"1302","2.177","2.177","2.177"
"1303","2.177","2.177","2.177"
"1304","2.5124","2.5124","2.5124"
"1305","2.5124","2.5124","2.5124"
"1306","2.4954","2.4954","2.4954"
"1307","2.4954","2.4954","2.4954"
"1308","2.1986","2.1986","2.1986"
"1309","2.1986","2.1986","2.1986"
"1310","2.0952","2.0952","2.0952"
"1311","2.0952","2.0952","2.0952"
"1312","2.243","2.243","2.243"
"1313","2.243","2.243","2.243"
"1314","2.3033","2.3033","2.3033"
"1315","2.3033","2.3033","2.3033"
"1316","2.4","2.4","2.4"
"1317","2.4","2.4","2.4"
"1318","1.9535","1.9535","1.9535"
"1319","1.9535","1.9535","1.9535"
"1320","2.3947","2.3947","2.3947"
"1321","2.3947","2.3947","2.3947"
"1322","2.4834","2.4834","2.4834"
"1323","2.4834","2.4834","2.4834"
"1324","2.2827","2.2827","2.2827"
"1325","2.2827","2.2827","2.2827"
"1326","2.3914","2.3914","2.3914"
"1327","2.3914","2.3914","2.3914"
"1328","2.4982","2.4982","2.4982"
"1329","2.4982","2.4982","2.4982"
"1330","2.4121","2.4121","2.4121"
"1331","2.4121","2.4121","2.4121"
"1332","2.4015","2.4015","2.4015"
"1333","2.4015","2.4015","2.4015"
"1334","2.3713","2.3713","2.3713"
"1335","2.3713","2.3713","2.3713"
"1336","1.9537","1.9537","1.9537"
"1337","1.9537","1.9537","1.9537"
"1338","2.1227","2.1227","2.1227"
"1339","2.1227","2.1227","2.1227"
"1340","2.1933","2.1933","2.1933"
"1341","2.1933","2.1933","2.1933"
"1342","2.1466","2.1466","2.1466"
"1343","2.1466","2.1466","2.1466"
"1344","2.3264","2.3264","2.3264"
"1345","2.3264","2.3264","2.3264"
"1346","2.2458","2.2458","2.2458"
"1347","2.2458","2.2458","2.2458"
"1348","2.2197","2.2197","2.2197"
"1349","2.2197","2.2197","2.2197"
"1350","2.2858","2.2858","2.2858"
"1351","2.2858","2.2858","2.2858"
"1352","2.3189","2.3189","2.3189"
"1353","2.3189","2.3189","2.3189"
"1354","2.4853","2.4853","2.4853"
"1355","2.4853","2.4853","2.4853"
"1356","2.4367","2.4367","2.4367"
"1357","2.4367","2.4367","2.4367"
"1358","1.9578","1.9578","1.9578"
"1359","1.9578","1.9578","1.9578"
"1360","2.084","2.084","2.084"
"1361","2.084","2.084","2.084"
"1362","2.2437","2.2437","2.2437"
"1363","2.2437","2.2437","2.2437"
"1364","2.3724","2.3724","2.3724"
"1365","2.3724","2.3724","2.3724"
"1366","2.3242","2.3242","2.3242"
"1367","2.3242","2.3242","2.3242"
"1368","2.3012","2.3012","2.3012"
"1369","2.3012","2.3012","2.3012"
"1370","2.4102","2.4102","2.4102"
"1371","2.4102","2.4102","2.4102"
"1372","2.2205","2.2205","2.2205"
"1373","2.2205","2.2205","2.2205"
"1374","2.5145","2.5145","2.5145"
"1375","2.5145","2.5145","2.5145"
"1376","2.3996","2.3996","2.3996"
"1377","2.3996","2.3996","2.3996"
"1378","2.5968","2.5968","2.5968"
"1379","2.5968","2.5968","2.5968"
"1380","2.4306","2.4306","2.4306"
"1381","2.4306","2.4306","2.4306"
"1382","2.4551","2.4551","2.4551"
"1383","2.4551","2.4551","2.4551"
"1384","2.3509","2.3509","2.3509"
"1385","2.3509","2.3509","2.3509"
"1386","2.3883","2.3883","2.3883"
"1387","2.3883","2.3883","2.3883"
"1388","2.1948","2.1948","2.1948"
"1389","2.1948","2.1948","2.1948"
"1390","2.1807","2.1807","2.1807"
"1391","2.1807","2.1807","2.1807"
"1392","2.0866","2.0866","2.0866"
"1393","2.0866","2.0866","2.0866"
"1394","2.5031","2.5031","2.5031"
"1395","2.5031","2.5031","2.5031"
"1396","2.5063","2.5063","2.5063"
"1397","2.5063","2.5063","2.5063"
"1398","2.2475","2.2475","2.2475"
"1399","2.2475","2.2475","2.2475"
"1400","2.1434","2.1434","2.1434"
"1401","2.1434","2.1434","2.1434"
"1402","2.241","2.241","2.241"
"1403","2.241","2.241","2.241"
"1404","2.4134","2.4134","2.4134"
"1405","2.4134","2.4134","2.4134"
"1406","2.3055","2.3055","2.3055"
"1407","2.3055","2.3055","2.3055"
"1408","2.3017","2.3017","2.3017"
"1409","2.3017","2.3017","2.3017"
"1410","2.1281","2.1281","2.1281"
"1411","2.1281","2.1281","2.1281"
"1412","2.2732","2.2732","2.2732"
"1413","2.2732","2.2732","2.2732"
"1414","2.5348","2.5348","2.5348"
"1415","2.5348","2.5348","2.5348"
"1416","2.4409","2.4409","2.4409"
"1417","2.4409","2.4409","2.4409"
"1418","2.2697","2.2697","2.2697"
"1419","2.2697","2.2697","2.2697"
"1420","2.2344","2.2344","2.2344"
"1421","2.2344","2.2344","2.2344"
"1422","2.1137","2.1137","2.1137"
"1423","2.1137","2.1137","2.1137"
"1424","2.2236","2.2236","2.2236"
"1425","2.2236","2.2236","2.2236"
"1426","2.2552","2.2552","2.2552"
"1427","2.2552","2.2552","2.2552"
"1428","2.3628","2.3628","2.3628"
"1429","2.3628","2.3628","2.3628"
"1430","2.2756","2.2756","2.2756"
"1431","2.2756","2.2756","2.2756"
"1432","2.4329","2.4329","2.4329"
"1433","2.4329","2.4329","2.4329"
"1434","2.3827","2.3827","2.3827"
"1435","2.3827","2.3827","2.3827"
"1436","2.4012","2.4012","2.4012"
"1437","2.4012","2.4012","2.4012"
"1438","2.532","2.532","2.532"
"1439","2.532","2.532","2.532"
"1440","2.126","2.126","2.126"
"1441","2.126","2.126","2.126"
"1442","2.4682","2.4682","2.4682"
"1443","2.4682","2.4682","2.4682"
"1444","2.4119","2.4119","2.4119"
"1445","2.4119","2.4119","2.4119"
"1446","2.3274","2.3274","2.3274"
"1447","2.3274","2.3274","2.3274"
"1448","2.3571","2.3571","2.3571"
"1449","2.3571","2.3571","2.3571"
"1450","2.0487","2.0487","2.0487"
"1451","2.0487","2.0487","2.0487"
"1452","2.4942","2.4942","2.4942"
"1453","2.4942","2.4942","2.4942"
"1454","2.2936","2.2936","2.2936"
"1455","2.2936","2.2936","2.2936"
"1456","2.166","2.166","2.166"
"1457","2.166","2.166","2.166"
"1458","2.2469","2.2469","2.2469"
"1459","2.2469","2.2469","2.2469"
"1460","1.9242","1.9242","1.9242"
"1461","1.9242","1.9242","1.9242"
"1462","2.2205","2.2205","2.2205"
"1463","2.2205","2.2205","2.2205"
