"Step","rosy-aardvark-2 - train/loss","rosy-aardvark-2 - train/loss__MIN","rosy-aardvark-2 - train/loss__MAX"
"741","2.0018","2.0018","2.0018"
"742","2.4765","2.4765","2.4765"
"743","2.4765","2.4765","2.4765"
"744","2.0777","2.0777","2.0777"
"745","2.0777","2.0777","2.0777"
"746","2.4547","2.4547","2.4547"
"747","2.4547","2.4547","2.4547"
"748","2.3411","2.3411","2.3411"
"749","2.3411","2.3411","2.3411"
"750","2.2228","2.2228","2.2228"
"751","2.2228","2.2228","2.2228"
"752","2.2516","2.2516","2.2516"
"753","2.2516","2.2516","2.2516"
"754","2.416","2.416","2.416"
"755","2.416","2.416","2.416"
"756","2.3825","2.3825","2.3825"
"757","2.3825","2.3825","2.3825"
"758","2.2205","2.2205","2.2205"
"759","2.2205","2.2205","2.2205"
"760","2.4686","2.4686","2.4686"
"761","2.4686","2.4686","2.4686"
"762","2.4394","2.4394","2.4394"
"763","2.4394","2.4394","2.4394"
"764","2.199","2.199","2.199"
"765","2.199","2.199","2.199"
"766","2.1129","2.1129","2.1129"
"767","2.1129","2.1129","2.1129"
"768","2.2961","2.2961","2.2961"
"769","2.2961","2.2961","2.2961"
"770","2.2863","2.2863","2.2863"
"771","2.2863","2.2863","2.2863"
"772","2.1337","2.1337","2.1337"
"773","2.1337","2.1337","2.1337"
"774","2.4046","2.4046","2.4046"
"775","2.4046","2.4046","2.4046"
"776","2.0393","2.0393","2.0393"
"777","2.0393","2.0393","2.0393"
"778","2.2346","2.2346","2.2346"
"779","2.2346","2.2346","2.2346"
"780","2.1261","2.1261","2.1261"
"781","2.1261","2.1261","2.1261"
"782","2.0868","2.0868","2.0868"
"783","2.0868","2.0868","2.0868"
"784","2.1539","2.1539","2.1539"
"785","2.1539","2.1539","2.1539"
"786","2.0998","2.0998","2.0998"
"787","2.0998","2.0998","2.0998"
"788","1.9764","1.9764","1.9764"
"789","1.9764","1.9764","1.9764"
"790","2.2968","2.2968","2.2968"
"791","2.2968","2.2968","2.2968"
"792","2.1322","2.1322","2.1322"
"793","2.1322","2.1322","2.1322"
"794","2.1016","2.1016","2.1016"
"795","2.1016","2.1016","2.1016"
"796","2.5591","2.5591","2.5591"
"797","2.5591","2.5591","2.5591"
"798","1.9792","1.9792","1.9792"
"799","1.9792","1.9792","1.9792"
"800","2.2785","2.2785","2.2785"
"801","2.2785","2.2785","2.2785"
"802","2.4615","2.4615","2.4615"
"803","2.4615","2.4615","2.4615"
"804","2.0369","2.0369","2.0369"
"805","2.0369","2.0369","2.0369"
"806","2.2093","2.2093","2.2093"
"807","2.2093","2.2093","2.2093"
"808","2.2219","2.2219","2.2219"
"809","2.2219","2.2219","2.2219"
"810","2.1087","2.1087","2.1087"
"811","2.1087","2.1087","2.1087"
"812","2.1804","2.1804","2.1804"
"813","2.1804","2.1804","2.1804"
"814","2.3312","2.3312","2.3312"
"815","2.3312","2.3312","2.3312"
"816","2.1624","2.1624","2.1624"
"817","2.1624","2.1624","2.1624"
"818","2.1379","2.1379","2.1379"
"819","2.1379","2.1379","2.1379"
"820","2.1333","2.1333","2.1333"
"821","2.1333","2.1333","2.1333"
"822","2.1783","2.1783","2.1783"
"823","2.1783","2.1783","2.1783"
"824","2.0439","2.0439","2.0439"
"825","2.0439","2.0439","2.0439"
"826","1.945","1.945","1.945"
"827","1.945","1.945","1.945"
"828","2.0939","2.0939","2.0939"
"829","2.0939","2.0939","2.0939"
"830","2.1433","2.1433","2.1433"
"831","2.1433","2.1433","2.1433"
"832","2.1167","2.1167","2.1167"
"833","2.1167","2.1167","2.1167"
"834","1.8978","1.8978","1.8978"
"835","1.8978","1.8978","1.8978"
"836","2.2923","2.2923","2.2923"
"837","2.2923","2.2923","2.2923"
"838","2.5118","2.5118","2.5118"
"839","2.5118","2.5118","2.5118"
"840","2.1788","2.1788","2.1788"
"841","2.1788","2.1788","2.1788"
"842","2.0587","2.0587","2.0587"
"843","2.0587","2.0587","2.0587"
"844","2.0358","2.0358","2.0358"
"845","2.0358","2.0358","2.0358"
"846","2.1258","2.1258","2.1258"
"847","2.1258","2.1258","2.1258"
"848","2.0764","2.0764","2.0764"
"849","2.0764","2.0764","2.0764"
"850","2.3661","2.3661","2.3661"
"851","2.3661","2.3661","2.3661"
"852","2.2793","2.2793","2.2793"
"853","2.2793","2.2793","2.2793"
"854","1.9894","1.9894","1.9894"
"855","1.9894","1.9894","1.9894"
"856","2.156","2.156","2.156"
"857","2.156","2.156","2.156"
"858","2.1531","2.1531","2.1531"
"859","2.1531","2.1531","2.1531"
"860","1.889","1.889","1.889"
"861","1.889","1.889","1.889"
"862","2.3194","2.3194","2.3194"
"863","2.3194","2.3194","2.3194"
"864","2.2063","2.2063","2.2063"
"865","2.2063","2.2063","2.2063"
"866","1.9397","1.9397","1.9397"
"867","1.9397","1.9397","1.9397"
"868","2.0518","2.0518","2.0518"
"869","2.0518","2.0518","2.0518"
"870","1.9929","1.9929","1.9929"
"871","1.9929","1.9929","1.9929"
"872","2.202","2.202","2.202"
"873","2.202","2.202","2.202"
"874","2.0348","2.0348","2.0348"
"875","2.0348","2.0348","2.0348"
"876","2.3423","2.3423","2.3423"
"877","2.3423","2.3423","2.3423"
"878","2.1649","2.1649","2.1649"
"879","2.1649","2.1649","2.1649"
"880","2.3109","2.3109","2.3109"
"881","2.3109","2.3109","2.3109"
"882","2.1473","2.1473","2.1473"
"883","2.1473","2.1473","2.1473"
"884","2.3283","2.3283","2.3283"
"885","2.3283","2.3283","2.3283"
"886","2.2655","2.2655","2.2655"
"887","2.2655","2.2655","2.2655"
"888","2.1638","2.1638","2.1638"
"889","2.1638","2.1638","2.1638"
"890","2.2921","2.2921","2.2921"
"891","2.2921","2.2921","2.2921"
"892","2.2167","2.2167","2.2167"
"893","2.2167","2.2167","2.2167"
"894","2.1246","2.1246","2.1246"
"895","2.1246","2.1246","2.1246"
"896","1.9744","1.9744","1.9744"
"897","1.9744","1.9744","1.9744"
"898","2.1483","2.1483","2.1483"
"899","2.1483","2.1483","2.1483"
"900","2.2261","2.2261","2.2261"
"901","2.2261","2.2261","2.2261"
"902","2.1311","2.1311","2.1311"
"903","2.1311","2.1311","2.1311"
"904","2.1567","2.1567","2.1567"
"905","2.1567","2.1567","2.1567"
"906","2.3907","2.3907","2.3907"
"907","2.3907","2.3907","2.3907"
"908","2.307","2.307","2.307"
"909","2.307","2.307","2.307"
"910","2.2317","2.2317","2.2317"
"911","2.2317","2.2317","2.2317"
"912","2.1785","2.1785","2.1785"
"913","2.1785","2.1785","2.1785"
"914","1.9928","1.9928","1.9928"
"915","1.9928","1.9928","1.9928"
"916","2.2728","2.2728","2.2728"
"917","2.2728","2.2728","2.2728"
"918","2.0301","2.0301","2.0301"
"919","2.0301","2.0301","2.0301"
"920","2.2002","2.2002","2.2002"
"921","2.2002","2.2002","2.2002"
"922","2.1355","2.1355","2.1355"
"923","2.1355","2.1355","2.1355"
"924","2.4482","2.4482","2.4482"
"925","2.4482","2.4482","2.4482"
"926","2.5137","2.5137","2.5137"
"927","2.5137","2.5137","2.5137"
"928","2.2869","2.2869","2.2869"
"929","2.2869","2.2869","2.2869"
"930","2.2178","2.2178","2.2178"
"931","2.2178","2.2178","2.2178"
"932","2.1207","2.1207","2.1207"
"933","2.1207","2.1207","2.1207"
"934","2.2798","2.2798","2.2798"
"935","2.2798","2.2798","2.2798"
"936","2.2179","2.2179","2.2179"
"937","2.2179","2.2179","2.2179"
"938","2.1458","2.1458","2.1458"
"939","2.1458","2.1458","2.1458"
"940","2.2847","2.2847","2.2847"
"941","2.2847","2.2847","2.2847"
"942","2.1531","2.1531","2.1531"
"943","2.1531","2.1531","2.1531"
"944","2.2238","2.2238","2.2238"
"945","2.2238","2.2238","2.2238"
"946","2.2354","2.2354","2.2354"
"947","2.2354","2.2354","2.2354"
"948","2.0958","2.0958","2.0958"
"949","2.0958","2.0958","2.0958"
"950","1.8993","1.8993","1.8993"
"951","1.8993","1.8993","1.8993"
"952","2.0082","2.0082","2.0082"
"953","2.0082","2.0082","2.0082"
"954","2.1776","2.1776","2.1776"
"955","2.1776","2.1776","2.1776"
"956","2.2099","2.2099","2.2099"
"957","2.2099","2.2099","2.2099"
"958","1.9093","1.9093","1.9093"
"959","1.9093","1.9093","1.9093"
"960","2.1458","2.1458","2.1458"
"961","2.1458","2.1458","2.1458"
"962","2.4719","2.4719","2.4719"
"963","2.4719","2.4719","2.4719"
"964","2.2176","2.2176","2.2176"
"965","2.2176","2.2176","2.2176"
"966","2.1745","2.1745","2.1745"
"967","2.1745","2.1745","2.1745"
"968","2.1295","2.1295","2.1295"
"969","2.1295","2.1295","2.1295"
"970","1.8506","1.8506","1.8506"
"971","1.8506","1.8506","1.8506"
"972","2.1182","2.1182","2.1182"
"973","2.1182","2.1182","2.1182"
"974","1.9716","1.9716","1.9716"
"975","1.9716","1.9716","1.9716"
"976","2.2866","2.2866","2.2866"
"977","2.2866","2.2866","2.2866"
"978","1.9903","1.9903","1.9903"
"979","1.9903","1.9903","1.9903"
"980","2.4819","2.4819","2.4819"
"981","2.4819","2.4819","2.4819"
"982","2.2722","2.2722","2.2722"
"983","2.2722","2.2722","2.2722"
"984","2.2677","2.2677","2.2677"
"985","2.2677","2.2677","2.2677"
"986","1.8874","1.8874","1.8874"
"987","1.8874","1.8874","1.8874"
"988","2.0552","2.0552","2.0552"
"989","2.0552","2.0552","2.0552"
"990","2.117","2.117","2.117"
"991","2.117","2.117","2.117"
"992","2.1491","2.1491","2.1491"
"993","2.1491","2.1491","2.1491"
"994","1.8645","1.8645","1.8645"
"995","1.8645","1.8645","1.8645"
"996","2.5382","2.5382","2.5382"
"997","2.5382","2.5382","2.5382"
"998","2.0512","2.0512","2.0512"
"999","2.0512","2.0512","2.0512"
"1000","2.2983","2.2983","2.2983"
"1001","2.2983","2.2983","2.2983"
"1002","2.0215","2.0215","2.0215"
"1003","2.0215","2.0215","2.0215"
"1004","2.1673","2.1673","2.1673"
"1005","2.1673","2.1673","2.1673"
"1006","1.808","1.808","1.808"
"1007","1.808","1.808","1.808"
"1008","2.1552","2.1552","2.1552"
"1009","2.1552","2.1552","2.1552"
"1010","2.0152","2.0152","2.0152"
"1011","2.0152","2.0152","2.0152"
"1012","2.2332","2.2332","2.2332"
"1013","2.2332","2.2332","2.2332"
"1014","2.0939","2.0939","2.0939"
"1015","2.0939","2.0939","2.0939"
"1016","2.0206","2.0206","2.0206"
"1017","2.0206","2.0206","2.0206"
"1018","2.1297","2.1297","2.1297"
"1019","2.1297","2.1297","2.1297"
"1020","2.3813","2.3813","2.3813"
"1021","2.3813","2.3813","2.3813"
"1022","2.3478","2.3478","2.3478"
"1023","2.3478","2.3478","2.3478"
"1024","2.0251","2.0251","2.0251"
"1025","2.0251","2.0251","2.0251"
"1026","2.0543","2.0543","2.0543"
"1027","2.0543","2.0543","2.0543"
"1028","2.0478","2.0478","2.0478"
"1029","2.0478","2.0478","2.0478"
"1030","2.3704","2.3704","2.3704"
"1031","2.3704","2.3704","2.3704"
"1032","1.9262","1.9262","1.9262"
"1033","1.9262","1.9262","1.9262"
"1034","2.1271","2.1271","2.1271"
"1035","2.1271","2.1271","2.1271"
"1036","2.39","2.39","2.39"
"1037","2.39","2.39","2.39"
"1038","2.0823","2.0823","2.0823"
"1039","2.0823","2.0823","2.0823"
"1040","2.0583","2.0583","2.0583"
"1041","2.0583","2.0583","2.0583"
"1042","2.0655","2.0655","2.0655"
"1043","2.0655","2.0655","2.0655"
"1044","1.9711","1.9711","1.9711"
"1045","1.9711","1.9711","1.9711"
"1046","2.2994","2.2994","2.2994"
"1047","2.2994","2.2994","2.2994"
"1048","1.8942","1.8942","1.8942"
"1049","1.8942","1.8942","1.8942"
"1050","2.05","2.05","2.05"
"1051","2.05","2.05","2.05"
"1052","2.0827","2.0827","2.0827"
"1053","2.0827","2.0827","2.0827"
"1054","1.9404","1.9404","1.9404"
"1055","1.9404","1.9404","1.9404"
"1056","2.1555","2.1555","2.1555"
"1057","2.1555","2.1555","2.1555"
"1058","2.1823","2.1823","2.1823"
"1059","2.1823","2.1823","2.1823"
"1060","2.3192","2.3192","2.3192"
"1061","2.3192","2.3192","2.3192"
"1062","2.4777","2.4777","2.4777"
"1063","2.4777","2.4777","2.4777"
"1064","1.7967","1.7967","1.7967"
"1065","1.7967","1.7967","1.7967"
"1066","1.9804","1.9804","1.9804"
"1067","1.9804","1.9804","1.9804"
"1068","2.0518","2.0518","2.0518"
"1069","2.0518","2.0518","2.0518"
"1070","1.8788","1.8788","1.8788"
"1071","1.8788","1.8788","1.8788"
"1072","2.1797","2.1797","2.1797"
"1073","2.1797","2.1797","2.1797"
"1074","1.8436","1.8436","1.8436"
"1075","1.8436","1.8436","1.8436"
"1076","2.0824","2.0824","2.0824"
"1077","2.0824","2.0824","2.0824"
"1078","2.0327","2.0327","2.0327"
"1079","2.0327","2.0327","2.0327"
"1080","2.1242","2.1242","2.1242"
"1081","2.1242","2.1242","2.1242"
"1082","2.0415","2.0415","2.0415"
"1083","2.0415","2.0415","2.0415"
"1084","2.0319","2.0319","2.0319"
"1085","2.0319","2.0319","2.0319"
"1086","1.8687","1.8687","1.8687"
"1087","1.8687","1.8687","1.8687"
"1088","1.8449","1.8449","1.8449"
"1089","1.8449","1.8449","1.8449"
"1090","1.9033","1.9033","1.9033"
"1091","1.9033","1.9033","1.9033"
"1092","2.131","2.131","2.131"
"1093","2.131","2.131","2.131"
"1094","2.2688","2.2688","2.2688"
"1095","2.2688","2.2688","2.2688"
"1096","1.7283","1.7283","1.7283"
"1097","1.7283","1.7283","1.7283"
"1098","2.0509","2.0509","2.0509"
"1099","2.0509","2.0509","2.0509"
"1100","1.849","1.849","1.849"
"1101","1.849","1.849","1.849"
"1102","1.9349","1.9349","1.9349"
"1103","1.9349","1.9349","1.9349"
"1104","2.1388","2.1388","2.1388"
"1105","2.1388","2.1388","2.1388"
"1106","2.0563","2.0563","2.0563"
"1107","2.0563","2.0563","2.0563"
"1108","1.957","1.957","1.957"
"1109","1.957","1.957","1.957"
"1110","1.939","1.939","1.939"
"1111","1.939","1.939","1.939"
"1112","1.9484","1.9484","1.9484"
"1113","1.9484","1.9484","1.9484"
"1114","2.3064","2.3064","2.3064"
"1115","2.3064","2.3064","2.3064"
"1116","2.0374","2.0374","2.0374"
"1117","2.0374","2.0374","2.0374"
"1118","2.2407","2.2407","2.2407"
"1119","2.2407","2.2407","2.2407"
"1120","2.1683","2.1683","2.1683"
"1121","2.1683","2.1683","2.1683"
"1122","1.9797","1.9797","1.9797"
"1123","1.9797","1.9797","1.9797"
"1124","1.965","1.965","1.965"
"1125","1.965","1.965","1.965"
"1126","1.957","1.957","1.957"
"1127","1.957","1.957","1.957"
"1128","1.7752","1.7752","1.7752"
"1129","1.7752","1.7752","1.7752"
"1130","2.2125","2.2125","2.2125"
"1131","2.2125","2.2125","2.2125"
"1132","2.2237","2.2237","2.2237"
"1133","2.2237","2.2237","2.2237"
"1134","2.1633","2.1633","2.1633"
"1135","2.1633","2.1633","2.1633"
"1136","2.0067","2.0067","2.0067"
"1137","2.0067","2.0067","2.0067"
"1138","2.0246","2.0246","2.0246"
"1139","2.0246","2.0246","2.0246"
"1140","2.1912","2.1912","2.1912"
"1141","2.1912","2.1912","2.1912"
"1142","1.8613","1.8613","1.8613"
"1143","1.8613","1.8613","1.8613"
"1144","2.1398","2.1398","2.1398"
"1145","2.1398","2.1398","2.1398"
"1146","2.1861","2.1861","2.1861"
"1147","2.1861","2.1861","2.1861"
"1148","1.9451","1.9451","1.9451"
"1149","1.9451","1.9451","1.9451"
"1150","2.007","2.007","2.007"
"1151","2.007","2.007","2.007"
"1152","1.956","1.956","1.956"
"1153","1.956","1.956","1.956"
"1154","2.1494","2.1494","2.1494"
"1155","2.1494","2.1494","2.1494"
"1156","1.8867","1.8867","1.8867"
"1157","1.8867","1.8867","1.8867"
"1158","2.1548","2.1548","2.1548"
"1159","2.1548","2.1548","2.1548"
"1160","1.8929","1.8929","1.8929"
"1161","1.8929","1.8929","1.8929"
"1162","2.0765","2.0765","2.0765"
"1163","2.0765","2.0765","2.0765"
"1164","1.8749","1.8749","1.8749"
"1165","1.8749","1.8749","1.8749"
"1166","1.8873","1.8873","1.8873"
"1167","1.8873","1.8873","1.8873"
"1168","1.981","1.981","1.981"
"1169","1.981","1.981","1.981"
"1170","1.9133","1.9133","1.9133"
"1171","1.9133","1.9133","1.9133"
"1172","2.4044","2.4044","2.4044"
"1173","2.4044","2.4044","2.4044"
"1174","2.0219","2.0219","2.0219"
"1175","2.0219","2.0219","2.0219"
"1176","2.0381","2.0381","2.0381"
"1177","2.0381","2.0381","2.0381"
"1178","1.9888","1.9888","1.9888"
"1179","1.9888","1.9888","1.9888"
"1180","2.0259","2.0259","2.0259"
"1181","2.0259","2.0259","2.0259"
"1182","1.744","1.744","1.744"
"1183","1.744","1.744","1.744"
"1184","2.0671","2.0671","2.0671"
"1185","2.0671","2.0671","2.0671"
"1186","2.1294","2.1294","2.1294"
"1187","2.1294","2.1294","2.1294"
"1188","2.0896","2.0896","2.0896"
"1189","2.0896","2.0896","2.0896"
"1190","2.1623","2.1623","2.1623"
"1191","2.1623","2.1623","2.1623"
"1192","1.9992","1.9992","1.9992"
"1193","1.9992","1.9992","1.9992"
"1194","1.9103","1.9103","1.9103"
"1195","1.9103","1.9103","1.9103"
"1196","2.0143","2.0143","2.0143"
"1197","2.0143","2.0143","2.0143"
"1198","1.622","1.622","1.622"
"1199","1.622","1.622","1.622"
"1200","2.0685","2.0685","2.0685"
"1201","2.0685","2.0685","2.0685"
"1202","1.9133","1.9133","1.9133"
"1203","1.9133","1.9133","1.9133"
"1204","2.0231","2.0231","2.0231"
"1205","2.0231","2.0231","2.0231"
"1206","1.9664","1.9664","1.9664"
"1207","1.9664","1.9664","1.9664"
"1208","2.1315","2.1315","2.1315"
"1209","2.1315","2.1315","2.1315"
"1210","2.1852","2.1852","2.1852"
"1211","2.1852","2.1852","2.1852"
"1212","1.9928","1.9928","1.9928"
"1213","1.9928","1.9928","1.9928"
"1214","1.9784","1.9784","1.9784"
"1215","1.9784","1.9784","1.9784"
"1216","1.9935","1.9935","1.9935"
"1217","1.9935","1.9935","1.9935"
"1218","2.0326","2.0326","2.0326"
"1219","2.0326","2.0326","2.0326"
"1220","1.9431","1.9431","1.9431"
"1221","1.9431","1.9431","1.9431"
"1222","1.9546","1.9546","1.9546"
"1223","1.9546","1.9546","1.9546"
"1224","1.9203","1.9203","1.9203"
"1225","1.9203","1.9203","1.9203"
"1226","2.0029","2.0029","2.0029"
"1227","2.0029","2.0029","2.0029"
"1228","2.1902","2.1902","2.1902"
"1229","2.1902","2.1902","2.1902"
"1230","2.1174","2.1174","2.1174"
"1231","2.1174","2.1174","2.1174"
"1232","2.0399","2.0399","2.0399"
"1233","2.0399","2.0399","2.0399"
"1234","1.9665","1.9665","1.9665"
"1235","1.9665","1.9665","1.9665"
"1236","1.8453","1.8453","1.8453"
"1237","1.8453","1.8453","1.8453"
"1238","2.22","2.22","2.22"
"1239","2.22","2.22","2.22"
"1240","2.1913","2.1913","2.1913"
"1241","2.1913","2.1913","2.1913"
"1242","1.9937","1.9937","1.9937"
"1243","1.9937","1.9937","1.9937"
"1244","2.0544","2.0544","2.0544"
"1245","2.0544","2.0544","2.0544"
"1246","2.2321","2.2321","2.2321"
"1247","2.2321","2.2321","2.2321"
"1248","2.1286","2.1286","2.1286"
"1249","2.1286","2.1286","2.1286"
"1250","2.2369","2.2369","2.2369"
"1251","2.2369","2.2369","2.2369"
"1252","2.3919","2.3919","2.3919"
"1253","2.3919","2.3919","2.3919"
"1254","2.0605","2.0605","2.0605"
"1255","2.0605","2.0605","2.0605"
"1256","1.8599","1.8599","1.8599"
"1257","1.8599","1.8599","1.8599"
"1258","1.7705","1.7705","1.7705"
"1259","1.7705","1.7705","1.7705"
"1260","1.8424","1.8424","1.8424"
"1261","1.8424","1.8424","1.8424"
"1262","1.8663","1.8663","1.8663"
"1263","1.8663","1.8663","1.8663"
"1264","1.7925","1.7925","1.7925"
"1265","1.7925","1.7925","1.7925"
"1266","1.9854","1.9854","1.9854"
"1267","1.9854","1.9854","1.9854"
"1268","1.975","1.975","1.975"
"1269","1.975","1.975","1.975"
"1270","1.8348","1.8348","1.8348"
"1271","1.8348","1.8348","1.8348"
"1272","1.9591","1.9591","1.9591"
"1273","1.9591","1.9591","1.9591"
"1274","2.1608","2.1608","2.1608"
"1275","2.1608","2.1608","2.1608"
"1276","1.7261","1.7261","1.7261"
"1277","1.7261","1.7261","1.7261"
"1278","1.8085","1.8085","1.8085"
"1279","1.8085","1.8085","1.8085"
"1280","1.8895","1.8895","1.8895"
"1281","1.8895","1.8895","1.8895"
"1282","1.9541","1.9541","1.9541"
"1283","1.9541","1.9541","1.9541"
"1284","2.3722","2.3722","2.3722"
"1285","2.3722","2.3722","2.3722"
"1286","2.1062","2.1062","2.1062"
"1287","2.1062","2.1062","2.1062"
"1288","2.0813","2.0813","2.0813"
"1289","2.0813","2.0813","2.0813"
"1290","2.0458","2.0458","2.0458"
"1291","2.0458","2.0458","2.0458"
"1292","2.2539","2.2539","2.2539"
"1293","2.2539","2.2539","2.2539"
"1294","2.2456","2.2456","2.2456"
"1295","2.2456","2.2456","2.2456"
"1296","2.252","2.252","2.252"
"1297","2.252","2.252","2.252"
"1298","2.1859","2.1859","2.1859"
"1299","2.1859","2.1859","2.1859"
"1300","2.3184","2.3184","2.3184"
"1301","2.3184","2.3184","2.3184"
"1302","1.7458","1.7458","1.7458"
"1303","1.7458","1.7458","1.7458"
"1304","2.1503","2.1503","2.1503"
"1305","2.1503","2.1503","2.1503"
"1306","2.1431","2.1431","2.1431"
"1307","2.1431","2.1431","2.1431"
"1308","1.8693","1.8693","1.8693"
"1309","1.8693","1.8693","1.8693"
"1310","1.7845","1.7845","1.7845"
"1311","1.7845","1.7845","1.7845"
"1312","1.7892","1.7892","1.7892"
"1313","1.7892","1.7892","1.7892"
"1314","1.92","1.92","1.92"
"1315","1.92","1.92","1.92"
"1316","1.9119","1.9119","1.9119"
"1317","1.9119","1.9119","1.9119"
"1318","1.679","1.679","1.679"
"1319","1.679","1.679","1.679"
"1320","2.0197","2.0197","2.0197"
"1321","2.0197","2.0197","2.0197"
"1322","2.1011","2.1011","2.1011"
"1323","2.1011","2.1011","2.1011"
"1324","1.9417","1.9417","1.9417"
"1325","1.9417","1.9417","1.9417"
"1326","2.0795","2.0795","2.0795"
"1327","2.0795","2.0795","2.0795"
"1328","2.0681","2.0681","2.0681"
"1329","2.0681","2.0681","2.0681"
"1330","2.0429","2.0429","2.0429"
"1331","2.0429","2.0429","2.0429"
"1332","2.0611","2.0611","2.0611"
"1333","2.0611","2.0611","2.0611"
"1334","2.0432","2.0432","2.0432"
"1335","2.0432","2.0432","2.0432"
"1336","1.7393","1.7393","1.7393"
"1337","1.7393","1.7393","1.7393"
"1338","1.7344","1.7344","1.7344"
"1339","1.7344","1.7344","1.7344"
"1340","1.8074","1.8074","1.8074"
"1341","1.8074","1.8074","1.8074"
"1342","1.8724","1.8724","1.8724"
"1343","1.8724","1.8724","1.8724"
"1344","2.0229","2.0229","2.0229"
"1345","2.0229","2.0229","2.0229"
"1346","1.7989","1.7989","1.7989"
"1347","1.7989","1.7989","1.7989"
"1348","1.9681","1.9681","1.9681"
"1349","1.9681","1.9681","1.9681"
"1350","1.9802","1.9802","1.9802"
"1351","1.9802","1.9802","1.9802"
"1352","1.8344","1.8344","1.8344"
"1353","1.8344","1.8344","1.8344"
"1354","2.2514","2.2514","2.2514"
"1355","2.2514","2.2514","2.2514"
"1356","1.987","1.987","1.987"
"1357","1.987","1.987","1.987"
"1358","1.6937","1.6937","1.6937"
"1359","1.6937","1.6937","1.6937"
"1360","1.855","1.855","1.855"
"1361","1.855","1.855","1.855"
"1362","2.0409","2.0409","2.0409"
"1363","2.0409","2.0409","2.0409"
"1364","2.0044","2.0044","2.0044"
"1365","2.0044","2.0044","2.0044"
"1366","2.1158","2.1158","2.1158"
"1367","2.1158","2.1158","2.1158"
"1368","1.8524","1.8524","1.8524"
"1369","1.8524","1.8524","1.8524"
"1370","2.0597","2.0597","2.0597"
"1371","2.0597","2.0597","2.0597"
"1372","2.0657","2.0657","2.0657"
"1373","2.0657","2.0657","2.0657"
"1374","2.1372","2.1372","2.1372"
"1375","2.1372","2.1372","2.1372"
"1376","2.0804","2.0804","2.0804"
"1377","2.0804","2.0804","2.0804"
"1378","2.3174","2.3174","2.3174"
"1379","2.3174","2.3174","2.3174"
"1380","2.0023","2.0023","2.0023"
"1381","2.0023","2.0023","2.0023"
"1382","2.0351","2.0351","2.0351"
"1383","2.0351","2.0351","2.0351"
"1384","2.0497","2.0497","2.0497"
"1385","2.0497","2.0497","2.0497"
"1386","1.8866","1.8866","1.8866"
"1387","1.8866","1.8866","1.8866"
"1388","1.8629","1.8629","1.8629"
"1389","1.8629","1.8629","1.8629"
"1390","1.7714","1.7714","1.7714"
"1391","1.7714","1.7714","1.7714"
"1392","1.8166","1.8166","1.8166"
"1393","1.8166","1.8166","1.8166"
"1394","2.1897","2.1897","2.1897"
"1395","2.1897","2.1897","2.1897"
"1396","2.2094","2.2094","2.2094"
"1397","2.2094","2.2094","2.2094"
"1398","1.9504","1.9504","1.9504"
"1399","1.9504","1.9504","1.9504"
"1400","1.9525","1.9525","1.9525"
"1401","1.9525","1.9525","1.9525"
"1402","2.063","2.063","2.063"
"1403","2.063","2.063","2.063"
"1404","2.0881","2.0881","2.0881"
"1405","2.0881","2.0881","2.0881"
"1406","2.0449","2.0449","2.0449"
"1407","2.0449","2.0449","2.0449"
"1408","2.0225","2.0225","2.0225"
"1409","2.0225","2.0225","2.0225"
"1410","1.7945","1.7945","1.7945"
"1411","1.7945","1.7945","1.7945"
"1412","1.9525","1.9525","1.9525"
"1413","1.9525","1.9525","1.9525"
"1414","2.105","2.105","2.105"
"1415","2.105","2.105","2.105"
"1416","2.0714","2.0714","2.0714"
"1417","2.0714","2.0714","2.0714"
"1418","2.0207","2.0207","2.0207"
"1419","2.0207","2.0207","2.0207"
"1420","1.9504","1.9504","1.9504"
"1421","1.9504","1.9504","1.9504"
"1422","1.7002","1.7002","1.7002"
"1423","1.7002","1.7002","1.7002"
"1424","1.8543","1.8543","1.8543"
"1425","1.8543","1.8543","1.8543"
"1426","1.9215","1.9215","1.9215"
"1427","1.9215","1.9215","1.9215"
"1428","1.9055","1.9055","1.9055"
"1429","1.9055","1.9055","1.9055"
"1430","1.8077","1.8077","1.8077"
"1431","1.8077","1.8077","1.8077"
"1432","2.0459","2.0459","2.0459"
"1433","2.0459","2.0459","2.0459"
"1434","1.9757","1.9757","1.9757"
"1435","1.9757","1.9757","1.9757"
"1436","2.0354","2.0354","2.0354"
"1437","2.0354","2.0354","2.0354"
"1438","2.0267","2.0267","2.0267"
"1439","2.0267","2.0267","2.0267"
"1440","1.739","1.739","1.739"
"1441","1.739","1.739","1.739"
"1442","2.0184","2.0184","2.0184"
"1443","2.0184","2.0184","2.0184"
"1444","2.084","2.084","2.084"
"1445","2.084","2.084","2.084"
"1446","2.0376","2.0376","2.0376"
"1447","2.0376","2.0376","2.0376"
"1448","2.0627","2.0627","2.0627"
"1449","2.0627","2.0627","2.0627"
"1450","1.6927","1.6927","1.6927"
"1451","1.6927","1.6927","1.6927"
"1452","2.1935","2.1935","2.1935"
"1453","2.1935","2.1935","2.1935"
"1454","2.0025","2.0025","2.0025"
"1455","2.0025","2.0025","2.0025"
"1456","1.7861","1.7861","1.7861"
"1457","1.7861","1.7861","1.7861"
"1458","1.9722","1.9722","1.9722"
"1459","1.9722","1.9722","1.9722"
