"Step","splendid-sunset-3 - train/loss","splendid-sunset-3 - train/loss__MIN","splendid-sunset-3 - train/loss__MAX"
"744","2.1211","2.1211","2.1211"
"745","2.1211","2.1211","2.1211"
"746","2.5796","2.5796","2.5796"
"747","2.5796","2.5796","2.5796"
"748","2.5146","2.5146","2.5146"
"749","2.5146","2.5146","2.5146"
"750","2.3311","2.3311","2.3311"
"751","2.3311","2.3311","2.3311"
"752","2.3442","2.3442","2.3442"
"753","2.3442","2.3442","2.3442"
"754","2.5669","2.5669","2.5669"
"755","2.5669","2.5669","2.5669"
"756","2.4515","2.4515","2.4515"
"757","2.4515","2.4515","2.4515"
"758","2.4346","2.4346","2.4346"
"759","2.4346","2.4346","2.4346"
"760","2.6396","2.6396","2.6396"
"761","2.6396","2.6396","2.6396"
"762","2.4763","2.4763","2.4763"
"763","2.4763","2.4763","2.4763"
"764","2.295","2.295","2.295"
"765","2.295","2.295","2.295"
"766","2.3362","2.3362","2.3362"
"767","2.3362","2.3362","2.3362"
"768","2.4592","2.4592","2.4592"
"769","2.4592","2.4592","2.4592"
"770","2.4636","2.4636","2.4636"
"771","2.4636","2.4636","2.4636"
"772","2.32","2.32","2.32"
"773","2.32","2.32","2.32"
"774","2.5416","2.5416","2.5416"
"775","2.5416","2.5416","2.5416"
"776","2.0817","2.0817","2.0817"
"777","2.0817","2.0817","2.0817"
"778","2.3407","2.3407","2.3407"
"779","2.3407","2.3407","2.3407"
"780","2.1016","2.1016","2.1016"
"781","2.1016","2.1016","2.1016"
"782","2.1269","2.1269","2.1269"
"783","2.1269","2.1269","2.1269"
"784","2.3262","2.3262","2.3262"
"785","2.3262","2.3262","2.3262"
"786","2.3079","2.3079","2.3079"
"787","2.3079","2.3079","2.3079"
"788","2.1986","2.1986","2.1986"
"789","2.1986","2.1986","2.1986"
"790","2.2926","2.2926","2.2926"
"791","2.2926","2.2926","2.2926"
"792","2.2794","2.2794","2.2794"
"793","2.2794","2.2794","2.2794"
"794","2.1741","2.1741","2.1741"
"795","2.1741","2.1741","2.1741"
"796","2.6278","2.6278","2.6278"
"797","2.6278","2.6278","2.6278"
"798","2.2385","2.2385","2.2385"
"799","2.2385","2.2385","2.2385"
"800","2.3695","2.3695","2.3695"
"801","2.3695","2.3695","2.3695"
"802","2.4743","2.4743","2.4743"
"803","2.4743","2.4743","2.4743"
"804","2.1474","2.1474","2.1474"
"805","2.1474","2.1474","2.1474"
"806","2.3665","2.3665","2.3665"
"807","2.3665","2.3665","2.3665"
"808","2.2696","2.2696","2.2696"
"809","2.2696","2.2696","2.2696"
"810","2.2979","2.2979","2.2979"
"811","2.2979","2.2979","2.2979"
"812","2.3638","2.3638","2.3638"
"813","2.3638","2.3638","2.3638"
"814","2.4891","2.4891","2.4891"
"815","2.4891","2.4891","2.4891"
"816","2.3905","2.3905","2.3905"
"817","2.3905","2.3905","2.3905"
"818","2.3671","2.3671","2.3671"
"819","2.3671","2.3671","2.3671"
"820","2.2907","2.2907","2.2907"
"821","2.2907","2.2907","2.2907"
"822","2.284","2.284","2.284"
"823","2.284","2.284","2.284"
"824","2.1464","2.1464","2.1464"
"825","2.1464","2.1464","2.1464"
"826","2.2305","2.2305","2.2305"
"827","2.2305","2.2305","2.2305"
"828","2.1879","2.1879","2.1879"
"829","2.1879","2.1879","2.1879"
"830","2.1899","2.1899","2.1899"
"831","2.1899","2.1899","2.1899"
"832","2.2722","2.2722","2.2722"
"833","2.2722","2.2722","2.2722"
"834","1.9464","1.9464","1.9464"
"835","1.9464","1.9464","1.9464"
"836","2.3647","2.3647","2.3647"
"837","2.3647","2.3647","2.3647"
"838","2.6484","2.6484","2.6484"
"839","2.6484","2.6484","2.6484"
"840","2.3508","2.3508","2.3508"
"841","2.3508","2.3508","2.3508"
"842","2.0742","2.0742","2.0742"
"843","2.0742","2.0742","2.0742"
"844","2.1365","2.1365","2.1365"
"845","2.1365","2.1365","2.1365"
"846","2.2554","2.2554","2.2554"
"847","2.2554","2.2554","2.2554"
"848","2.1634","2.1634","2.1634"
"849","2.1634","2.1634","2.1634"
"850","2.2255","2.2255","2.2255"
"851","2.2255","2.2255","2.2255"
"852","2.3489","2.3489","2.3489"
"853","2.3489","2.3489","2.3489"
"854","2.0783","2.0783","2.0783"
"855","2.0783","2.0783","2.0783"
"856","2.2433","2.2433","2.2433"
"857","2.2433","2.2433","2.2433"
"858","2.1215","2.1215","2.1215"
"859","2.1215","2.1215","2.1215"
"860","1.9","1.9","1.9"
"861","1.9","1.9","1.9"
"862","2.4767","2.4767","2.4767"
"863","2.4767","2.4767","2.4767"
"864","2.3895","2.3895","2.3895"
"865","2.3895","2.3895","2.3895"
"866","2.0703","2.0703","2.0703"
"867","2.0703","2.0703","2.0703"
"868","2.199","2.199","2.199"
"869","2.199","2.199","2.199"
"870","2.198","2.198","2.198"
"871","2.198","2.198","2.198"
"872","2.2152","2.2152","2.2152"
"873","2.2152","2.2152","2.2152"
"874","2.2583","2.2583","2.2583"
"875","2.2583","2.2583","2.2583"
"876","2.3302","2.3302","2.3302"
"877","2.3302","2.3302","2.3302"
"878","2.1849","2.1849","2.1849"
"879","2.1849","2.1849","2.1849"
"880","2.4526","2.4526","2.4526"
"881","2.4526","2.4526","2.4526"
"882","2.2773","2.2773","2.2773"
"883","2.2773","2.2773","2.2773"
"884","2.308","2.308","2.308"
"885","2.308","2.308","2.308"
"886","2.3301","2.3301","2.3301"
"887","2.3301","2.3301","2.3301"
"888","2.3305","2.3305","2.3305"
"889","2.3305","2.3305","2.3305"
"890","2.3977","2.3977","2.3977"
"891","2.3977","2.3977","2.3977"
"892","2.22","2.22","2.22"
"893","2.22","2.22","2.22"
"894","2.2255","2.2255","2.2255"
"895","2.2255","2.2255","2.2255"
"896","2.0578","2.0578","2.0578"
"897","2.0578","2.0578","2.0578"
"898","2.1753","2.1753","2.1753"
"899","2.1753","2.1753","2.1753"
"900","2.4008","2.4008","2.4008"
"901","2.4008","2.4008","2.4008"
"902","2.1478","2.1478","2.1478"
"903","2.1478","2.1478","2.1478"
"904","2.1853","2.1853","2.1853"
"905","2.1853","2.1853","2.1853"
"906","2.3135","2.3135","2.3135"
"907","2.3135","2.3135","2.3135"
"908","2.393","2.393","2.393"
"909","2.393","2.393","2.393"
"910","2.3103","2.3103","2.3103"
"911","2.3103","2.3103","2.3103"
"912","2.3545","2.3545","2.3545"
"913","2.3545","2.3545","2.3545"
"914","2.0825","2.0825","2.0825"
"915","2.0825","2.0825","2.0825"
"916","2.4313","2.4313","2.4313"
"917","2.4313","2.4313","2.4313"
"918","2.018","2.018","2.018"
"919","2.018","2.018","2.018"
"920","2.3414","2.3414","2.3414"
"921","2.3414","2.3414","2.3414"
"922","2.2414","2.2414","2.2414"
"923","2.2414","2.2414","2.2414"
"924","2.5185","2.5185","2.5185"
"925","2.5185","2.5185","2.5185"
"926","2.6432","2.6432","2.6432"
"927","2.6432","2.6432","2.6432"
"928","2.3173","2.3173","2.3173"
"929","2.3173","2.3173","2.3173"
"930","2.4146","2.4146","2.4146"
"931","2.4146","2.4146","2.4146"
"932","2.236","2.236","2.236"
"933","2.236","2.236","2.236"
"934","2.3368","2.3368","2.3368"
"935","2.3368","2.3368","2.3368"
"936","2.259","2.259","2.259"
"937","2.259","2.259","2.259"
"938","2.2843","2.2843","2.2843"
"939","2.2843","2.2843","2.2843"
"940","2.2979","2.2979","2.2979"
"941","2.2979","2.2979","2.2979"
"942","2.1748","2.1748","2.1748"
"943","2.1748","2.1748","2.1748"
"944","2.2577","2.2577","2.2577"
"945","2.2577","2.2577","2.2577"
"946","2.36","2.36","2.36"
"947","2.36","2.36","2.36"
"948","2.2462","2.2462","2.2462"
"949","2.2462","2.2462","2.2462"
"950","2.0323","2.0323","2.0323"
"951","2.0323","2.0323","2.0323"
"952","2.1762","2.1762","2.1762"
"953","2.1762","2.1762","2.1762"
"954","2.2209","2.2209","2.2209"
"955","2.2209","2.2209","2.2209"
"956","2.2239","2.2239","2.2239"
"957","2.2239","2.2239","2.2239"
"958","2.0079","2.0079","2.0079"
"959","2.0079","2.0079","2.0079"
"960","2.3713","2.3713","2.3713"
"961","2.3713","2.3713","2.3713"
"962","2.4915","2.4915","2.4915"
"963","2.4915","2.4915","2.4915"
"964","2.248","2.248","2.248"
"965","2.248","2.248","2.248"
"966","2.2452","2.2452","2.2452"
"967","2.2452","2.2452","2.2452"
"968","2.0894","2.0894","2.0894"
"969","2.0894","2.0894","2.0894"
"970","1.87","1.87","1.87"
"971","1.87","1.87","1.87"
"972","2.2255","2.2255","2.2255"
"973","2.2255","2.2255","2.2255"
"974","1.9841","1.9841","1.9841"
"975","1.9841","1.9841","1.9841"
"976","2.3011","2.3011","2.3011"
"977","2.3011","2.3011","2.3011"
"978","1.9641","1.9641","1.9641"
"979","1.9641","1.9641","1.9641"
"980","2.3117","2.3117","2.3117"
"981","2.3117","2.3117","2.3117"
"982","2.3248","2.3248","2.3248"
"983","2.3248","2.3248","2.3248"
"984","2.3276","2.3276","2.3276"
"985","2.3276","2.3276","2.3276"
"986","1.9963","1.9963","1.9963"
"987","1.9963","1.9963","1.9963"
"988","2.0389","2.0389","2.0389"
"989","2.0389","2.0389","2.0389"
"990","2.1614","2.1614","2.1614"
"991","2.1614","2.1614","2.1614"
"992","2.1973","2.1973","2.1973"
"993","2.1973","2.1973","2.1973"
"994","1.777","1.777","1.777"
"995","1.777","1.777","1.777"
"996","2.6568","2.6568","2.6568"
"997","2.6568","2.6568","2.6568"
"998","2.0411","2.0411","2.0411"
"999","2.0411","2.0411","2.0411"
"1000","2.3502","2.3502","2.3502"
"1001","2.3502","2.3502","2.3502"
"1002","2.0879","2.0879","2.0879"
"1003","2.0879","2.0879","2.0879"
"1004","2.239","2.239","2.239"
"1005","2.239","2.239","2.239"
"1006","1.863","1.863","1.863"
"1007","1.863","1.863","1.863"
"1008","2.3179","2.3179","2.3179"
"1009","2.3179","2.3179","2.3179"
"1010","2.0009","2.0009","2.0009"
"1011","2.0009","2.0009","2.0009"
"1012","2.0764","2.0764","2.0764"
"1013","2.0764","2.0764","2.0764"
"1014","2.2713","2.2713","2.2713"
"1015","2.2713","2.2713","2.2713"
"1016","2.1684","2.1684","2.1684"
"1017","2.1684","2.1684","2.1684"
"1018","2.1945","2.1945","2.1945"
"1019","2.1945","2.1945","2.1945"
"1020","2.4559","2.4559","2.4559"
"1021","2.4559","2.4559","2.4559"
"1022","2.4002","2.4002","2.4002"
"1023","2.4002","2.4002","2.4002"
"1024","2.0642","2.0642","2.0642"
"1025","2.0642","2.0642","2.0642"
"1026","2.1772","2.1772","2.1772"
"1027","2.1772","2.1772","2.1772"
"1028","2.3303","2.3303","2.3303"
"1029","2.3303","2.3303","2.3303"
"1030","2.5522","2.5522","2.5522"
"1031","2.5522","2.5522","2.5522"
"1032","1.8866","1.8866","1.8866"
"1033","1.8866","1.8866","1.8866"
"1034","2.1376","2.1376","2.1376"
"1035","2.1376","2.1376","2.1376"
"1036","2.5983","2.5983","2.5983"
"1037","2.5983","2.5983","2.5983"
"1038","2.2773","2.2773","2.2773"
"1039","2.2773","2.2773","2.2773"
"1040","2.2625","2.2625","2.2625"
"1041","2.2625","2.2625","2.2625"
"1042","2.1125","2.1125","2.1125"
"1043","2.1125","2.1125","2.1125"
"1044","2.1098","2.1098","2.1098"
"1045","2.1098","2.1098","2.1098"
"1046","2.3658","2.3658","2.3658"
"1047","2.3658","2.3658","2.3658"
"1048","1.9996","1.9996","1.9996"
"1049","1.9996","1.9996","1.9996"
"1050","2.1199","2.1199","2.1199"
"1051","2.1199","2.1199","2.1199"
"1052","2.1952","2.1952","2.1952"
"1053","2.1952","2.1952","2.1952"
"1054","2.1198","2.1198","2.1198"
"1055","2.1198","2.1198","2.1198"
"1056","2.2288","2.2288","2.2288"
"1057","2.2288","2.2288","2.2288"
"1058","2.2551","2.2551","2.2551"
"1059","2.2551","2.2551","2.2551"
"1060","2.4625","2.4625","2.4625"
"1061","2.4625","2.4625","2.4625"
"1062","2.5356","2.5356","2.5356"
"1063","2.5356","2.5356","2.5356"
"1064","1.8775","1.8775","1.8775"
"1065","1.8775","1.8775","1.8775"
"1066","2.1253","2.1253","2.1253"
"1067","2.1253","2.1253","2.1253"
"1068","2.1024","2.1024","2.1024"
"1069","2.1024","2.1024","2.1024"
"1070","1.9375","1.9375","1.9375"
"1071","1.9375","1.9375","1.9375"
"1072","2.4527","2.4527","2.4527"
"1073","2.4527","2.4527","2.4527"
"1074","1.9621","1.9621","1.9621"
"1075","1.9621","1.9621","1.9621"
"1076","2.3674","2.3674","2.3674"
"1077","2.3674","2.3674","2.3674"
"1078","2.1101","2.1101","2.1101"
"1079","2.1101","2.1101","2.1101"
"1080","2.3493","2.3493","2.3493"
"1081","2.3493","2.3493","2.3493"
"1082","2.0914","2.0914","2.0914"
"1083","2.0914","2.0914","2.0914"
"1084","2.1901","2.1901","2.1901"
"1085","2.1901","2.1901","2.1901"
"1086","1.9456","1.9456","1.9456"
"1087","1.9456","1.9456","1.9456"
"1088","1.9784","1.9784","1.9784"
"1089","1.9784","1.9784","1.9784"
"1090","1.9377","1.9377","1.9377"
"1091","1.9377","1.9377","1.9377"
"1092","2.1748","2.1748","2.1748"
"1093","2.1748","2.1748","2.1748"
"1094","2.2603","2.2603","2.2603"
"1095","2.2603","2.2603","2.2603"
"1096","1.6927","1.6927","1.6927"
"1097","1.6927","1.6927","1.6927"
"1098","2.205","2.205","2.205"
"1099","2.205","2.205","2.205"
"1100","1.9176","1.9176","1.9176"
"1101","1.9176","1.9176","1.9176"
"1102","2.1043","2.1043","2.1043"
"1103","2.1043","2.1043","2.1043"
"1104","2.1122","2.1122","2.1122"
"1105","2.1122","2.1122","2.1122"
"1106","2.2052","2.2052","2.2052"
"1107","2.2052","2.2052","2.2052"
"1108","1.8916","1.8916","1.8916"
"1109","1.8916","1.8916","1.8916"
"1110","1.8912","1.8912","1.8912"
"1111","1.8912","1.8912","1.8912"
"1112","2.0876","2.0876","2.0876"
"1113","2.0876","2.0876","2.0876"
"1114","2.2886","2.2886","2.2886"
"1115","2.2886","2.2886","2.2886"
"1116","2.0733","2.0733","2.0733"
"1117","2.0733","2.0733","2.0733"
"1118","2.2823","2.2823","2.2823"
"1119","2.2823","2.2823","2.2823"
"1120","2.1883","2.1883","2.1883"
"1121","2.1883","2.1883","2.1883"
"1122","2.0484","2.0484","2.0484"
"1123","2.0484","2.0484","2.0484"
"1124","2.0558","2.0558","2.0558"
"1125","2.0558","2.0558","2.0558"
"1126","2.0766","2.0766","2.0766"
"1127","2.0766","2.0766","2.0766"
"1128","1.8833","1.8833","1.8833"
"1129","1.8833","1.8833","1.8833"
"1130","2.3018","2.3018","2.3018"
"1131","2.3018","2.3018","2.3018"
"1132","2.519","2.519","2.519"
"1133","2.519","2.519","2.519"
"1134","2.0029","2.0029","2.0029"
"1135","2.0029","2.0029","2.0029"
"1136","1.9944","1.9944","1.9944"
"1137","1.9944","1.9944","1.9944"
"1138","2.24","2.24","2.24"
"1139","2.24","2.24","2.24"
"1140","2.213","2.213","2.213"
"1141","2.213","2.213","2.213"
"1142","1.9234","1.9234","1.9234"
"1143","1.9234","1.9234","1.9234"
"1144","2.3171","2.3171","2.3171"
"1145","2.3171","2.3171","2.3171"
"1146","2.1527","2.1527","2.1527"
"1147","2.1527","2.1527","2.1527"
"1148","1.9442","1.9442","1.9442"
"1149","1.9442","1.9442","1.9442"
"1150","2.0607","2.0607","2.0607"
"1151","2.0607","2.0607","2.0607"
"1152","2.0613","2.0613","2.0613"
"1153","2.0613","2.0613","2.0613"
"1154","2.1987","2.1987","2.1987"
"1155","2.1987","2.1987","2.1987"
"1156","2.0022","2.0022","2.0022"
"1157","2.0022","2.0022","2.0022"
"1158","2.2073","2.2073","2.2073"
"1159","2.2073","2.2073","2.2073"
"1160","1.9271","1.9271","1.9271"
"1161","1.9271","1.9271","1.9271"
"1162","2.2028","2.2028","2.2028"
"1163","2.2028","2.2028","2.2028"
"1164","1.9366","1.9366","1.9366"
"1165","1.9366","1.9366","1.9366"
"1166","2.0132","2.0132","2.0132"
"1167","2.0132","2.0132","2.0132"
"1168","2.0212","2.0212","2.0212"
"1169","2.0212","2.0212","2.0212"
"1170","1.9829","1.9829","1.9829"
"1171","1.9829","1.9829","1.9829"
"1172","2.3654","2.3654","2.3654"
"1173","2.3654","2.3654","2.3654"
"1174","2.0314","2.0314","2.0314"
"1175","2.0314","2.0314","2.0314"
"1176","2.0623","2.0623","2.0623"
"1177","2.0623","2.0623","2.0623"
"1178","2.0301","2.0301","2.0301"
"1179","2.0301","2.0301","2.0301"
"1180","2.1509","2.1509","2.1509"
"1181","2.1509","2.1509","2.1509"
"1182","1.8473","1.8473","1.8473"
"1183","1.8473","1.8473","1.8473"
"1184","2.1051","2.1051","2.1051"
"1185","2.1051","2.1051","2.1051"
"1186","2.2246","2.2246","2.2246"
"1187","2.2246","2.2246","2.2246"
"1188","1.9144","1.9144","1.9144"
"1189","1.9144","1.9144","1.9144"
"1190","2.2366","2.2366","2.2366"
"1191","2.2366","2.2366","2.2366"
"1192","1.9848","1.9848","1.9848"
"1193","1.9848","1.9848","1.9848"
"1194","2.0241","2.0241","2.0241"
"1195","2.0241","2.0241","2.0241"
"1196","2.0559","2.0559","2.0559"
"1197","2.0559","2.0559","2.0559"
"1198","1.6711","1.6711","1.6711"
"1199","1.6711","1.6711","1.6711"
"1200","2.0501","2.0501","2.0501"
"1201","2.0501","2.0501","2.0501"
"1202","1.9467","1.9467","1.9467"
"1203","1.9467","1.9467","1.9467"
"1204","2.1221","2.1221","2.1221"
"1205","2.1221","2.1221","2.1221"
"1206","2.0981","2.0981","2.0981"
"1207","2.0981","2.0981","2.0981"
"1208","2.1593","2.1593","2.1593"
"1209","2.1593","2.1593","2.1593"
"1210","2.2966","2.2966","2.2966"
"1211","2.2966","2.2966","2.2966"
"1212","2.1037","2.1037","2.1037"
"1213","2.1037","2.1037","2.1037"
"1214","2.1577","2.1577","2.1577"
"1215","2.1577","2.1577","2.1577"
"1216","2.0076","2.0076","2.0076"
"1217","2.0076","2.0076","2.0076"
"1218","2.0399","2.0399","2.0399"
"1219","2.0399","2.0399","2.0399"
"1220","1.8656","1.8656","1.8656"
"1221","1.8656","1.8656","1.8656"
"1222","1.9861","1.9861","1.9861"
"1223","1.9861","1.9861","1.9861"
"1224","2.1577","2.1577","2.1577"
"1225","2.1577","2.1577","2.1577"
"1226","2.146","2.146","2.146"
"1227","2.146","2.146","2.146"
"1228","2.3178","2.3178","2.3178"
"1229","2.3178","2.3178","2.3178"
"1230","2.1751","2.1751","2.1751"
"1231","2.1751","2.1751","2.1751"
"1232","2.0632","2.0632","2.0632"
"1233","2.0632","2.0632","2.0632"
"1234","2.066","2.066","2.066"
"1235","2.066","2.066","2.066"
"1236","1.892","1.892","1.892"
"1237","1.892","1.892","1.892"
"1238","2.2304","2.2304","2.2304"
"1239","2.2304","2.2304","2.2304"
"1240","2.2596","2.2596","2.2596"
"1241","2.2596","2.2596","2.2596"
"1242","1.9587","1.9587","1.9587"
"1243","1.9587","1.9587","1.9587"
"1244","1.949","1.949","1.949"
"1245","1.949","1.949","1.949"
"1246","2.2823","2.2823","2.2823"
"1247","2.2823","2.2823","2.2823"
"1248","2.2908","2.2908","2.2908"
"1249","2.2908","2.2908","2.2908"
"1250","2.2057","2.2057","2.2057"
"1251","2.2057","2.2057","2.2057"
"1252","2.5051","2.5051","2.5051"
"1253","2.5051","2.5051","2.5051"
"1254","2.0164","2.0164","2.0164"
"1255","2.0164","2.0164","2.0164"
"1256","1.9558","1.9558","1.9558"
"1257","1.9558","1.9558","1.9558"
"1258","1.745","1.745","1.745"
"1259","1.745","1.745","1.745"
"1260","1.9287","1.9287","1.9287"
"1261","1.9287","1.9287","1.9287"
"1262","1.8549","1.8549","1.8549"
"1263","1.8549","1.8549","1.8549"
"1264","1.8872","1.8872","1.8872"
"1265","1.8872","1.8872","1.8872"
"1266","2.08","2.08","2.08"
"1267","2.08","2.08","2.08"
"1268","2.0022","2.0022","2.0022"
"1269","2.0022","2.0022","2.0022"
"1270","2.099","2.099","2.099"
"1271","2.099","2.099","2.099"
"1272","2.0823","2.0823","2.0823"
"1273","2.0823","2.0823","2.0823"
"1274","2.1961","2.1961","2.1961"
"1275","2.1961","2.1961","2.1961"
"1276","1.8703","1.8703","1.8703"
"1277","1.8703","1.8703","1.8703"
"1278","1.9159","1.9159","1.9159"
"1279","1.9159","1.9159","1.9159"
"1280","1.9599","1.9599","1.9599"
"1281","1.9599","1.9599","1.9599"
"1282","2.0673","2.0673","2.0673"
"1283","2.0673","2.0673","2.0673"
"1284","2.3101","2.3101","2.3101"
"1285","2.3101","2.3101","2.3101"
"1286","2.1162","2.1162","2.1162"
"1287","2.1162","2.1162","2.1162"
"1288","2.2129","2.2129","2.2129"
"1289","2.2129","2.2129","2.2129"
"1290","2.1441","2.1441","2.1441"
"1291","2.1441","2.1441","2.1441"
"1292","2.2972","2.2972","2.2972"
"1293","2.2972","2.2972","2.2972"
"1294","2.2228","2.2228","2.2228"
"1295","2.2228","2.2228","2.2228"
"1296","2.3409","2.3409","2.3409"
"1297","2.3409","2.3409","2.3409"
"1298","2.1583","2.1583","2.1583"
"1299","2.1583","2.1583","2.1583"
"1300","2.4579","2.4579","2.4579"
"1301","2.4579","2.4579","2.4579"
"1302","1.8305","1.8305","1.8305"
"1303","1.8305","1.8305","1.8305"
"1304","2.2571","2.2571","2.2571"
"1305","2.2571","2.2571","2.2571"
"1306","2.1829","2.1829","2.1829"
"1307","2.1829","2.1829","2.1829"
"1308","1.9966","1.9966","1.9966"
"1309","1.9966","1.9966","1.9966"
"1310","1.9168","1.9168","1.9168"
"1311","1.9168","1.9168","1.9168"
"1312","1.8651","1.8651","1.8651"
"1313","1.8651","1.8651","1.8651"
"1314","1.9264","1.9264","1.9264"
"1315","1.9264","1.9264","1.9264"
"1316","2.0009","2.0009","2.0009"
"1317","2.0009","2.0009","2.0009"
"1318","1.7233","1.7233","1.7233"
"1319","1.7233","1.7233","1.7233"
"1320","2.0453","2.0453","2.0453"
"1321","2.0453","2.0453","2.0453"
"1322","2.2224","2.2224","2.2224"
"1323","2.2224","2.2224","2.2224"
"1324","1.8389","1.8389","1.8389"
"1325","1.8389","1.8389","1.8389"
"1326","2.1226","2.1226","2.1226"
"1327","2.1226","2.1226","2.1226"
"1328","2.2075","2.2075","2.2075"
"1329","2.2075","2.2075","2.2075"
"1330","2.2591","2.2591","2.2591"
"1331","2.2591","2.2591","2.2591"
"1332","2.0691","2.0691","2.0691"
"1333","2.0691","2.0691","2.0691"
"1334","2.107","2.107","2.107"
"1335","2.107","2.107","2.107"
"1336","1.8789","1.8789","1.8789"
"1337","1.8789","1.8789","1.8789"
"1338","1.8887","1.8887","1.8887"
"1339","1.8887","1.8887","1.8887"
"1340","1.8902","1.8902","1.8902"
"1341","1.8902","1.8902","1.8902"
"1342","1.9318","1.9318","1.9318"
"1343","1.9318","1.9318","1.9318"
"1344","2.1453","2.1453","2.1453"
"1345","2.1453","2.1453","2.1453"
"1346","1.9128","1.9128","1.9128"
"1347","1.9128","1.9128","1.9128"
"1348","1.9498","1.9498","1.9498"
"1349","1.9498","1.9498","1.9498"
"1350","2.096","2.096","2.096"
"1351","2.096","2.096","2.096"
"1352","1.8813","1.8813","1.8813"
"1353","1.8813","1.8813","1.8813"
"1354","2.2629","2.2629","2.2629"
"1355","2.2629","2.2629","2.2629"
"1356","2.0672","2.0672","2.0672"
"1357","2.0672","2.0672","2.0672"
"1358","1.7466","1.7466","1.7466"
"1359","1.7466","1.7466","1.7466"
"1360","1.8204","1.8204","1.8204"
"1361","1.8204","1.8204","1.8204"
"1362","1.9932","1.9932","1.9932"
"1363","1.9932","1.9932","1.9932"
"1364","2.1223","2.1223","2.1223"
"1365","2.1223","2.1223","2.1223"
"1366","2.0627","2.0627","2.0627"
"1367","2.0627","2.0627","2.0627"
"1368","1.8363","1.8363","1.8363"
"1369","1.8363","1.8363","1.8363"
"1370","2.0423","2.0423","2.0423"
"1371","2.0423","2.0423","2.0423"
"1372","2.1683","2.1683","2.1683"
"1373","2.1683","2.1683","2.1683"
"1374","2.275","2.275","2.275"
"1375","2.275","2.275","2.275"
"1376","2.0752","2.0752","2.0752"
"1377","2.0752","2.0752","2.0752"
"1378","2.405","2.405","2.405"
"1379","2.405","2.405","2.405"
"1380","2.0806","2.0806","2.0806"
"1381","2.0806","2.0806","2.0806"
"1382","2.1291","2.1291","2.1291"
"1383","2.1291","2.1291","2.1291"
"1384","2.0865","2.0865","2.0865"
"1385","2.0865","2.0865","2.0865"
"1386","2.0548","2.0548","2.0548"
"1387","2.0548","2.0548","2.0548"
"1388","2.0329","2.0329","2.0329"
"1389","2.0329","2.0329","2.0329"
"1390","1.8562","1.8562","1.8562"
"1391","1.8562","1.8562","1.8562"
"1392","1.9511","1.9511","1.9511"
"1393","1.9511","1.9511","1.9511"
"1394","2.1917","2.1917","2.1917"
"1395","2.1917","2.1917","2.1917"
"1396","2.3002","2.3002","2.3002"
"1397","2.3002","2.3002","2.3002"
"1398","2.0649","2.0649","2.0649"
"1399","2.0649","2.0649","2.0649"
"1400","1.8643","1.8643","1.8643"
"1401","1.8643","1.8643","1.8643"
"1402","2.024","2.024","2.024"
"1403","2.024","2.024","2.024"
"1404","1.9151","1.9151","1.9151"
"1405","1.9151","1.9151","1.9151"
"1406","2.1438","2.1438","2.1438"
"1407","2.1438","2.1438","2.1438"
"1408","2.0424","2.0424","2.0424"
"1409","2.0424","2.0424","2.0424"
"1410","1.8446","1.8446","1.8446"
"1411","1.8446","1.8446","1.8446"
"1412","1.8959","1.8959","1.8959"
"1413","1.8959","1.8959","1.8959"
"1414","2.2043","2.2043","2.2043"
"1415","2.2043","2.2043","2.2043"
"1416","1.9929","1.9929","1.9929"
"1417","1.9929","1.9929","1.9929"
"1418","1.8816","1.8816","1.8816"
"1419","1.8816","1.8816","1.8816"
"1420","2.0579","2.0579","2.0579"
"1421","2.0579","2.0579","2.0579"
"1422","1.7586","1.7586","1.7586"
"1423","1.7586","1.7586","1.7586"
"1424","1.8217","1.8217","1.8217"
"1425","1.8217","1.8217","1.8217"
"1426","1.9322","1.9322","1.9322"
"1427","1.9322","1.9322","1.9322"
"1428","1.9468","1.9468","1.9468"
"1429","1.9468","1.9468","1.9468"
"1430","1.9017","1.9017","1.9017"
"1431","1.9017","1.9017","1.9017"
"1432","1.9596","1.9596","1.9596"
"1433","1.9596","1.9596","1.9596"
"1434","2.1503","2.1503","2.1503"
"1435","2.1503","2.1503","2.1503"
"1436","2.119","2.119","2.119"
"1437","2.119","2.119","2.119"
"1438","2.1198","2.1198","2.1198"
"1439","2.1198","2.1198","2.1198"
"1440","1.8152","1.8152","1.8152"
"1441","1.8152","1.8152","1.8152"
"1442","2.0762","2.0762","2.0762"
"1443","2.0762","2.0762","2.0762"
"1444","2.1775","2.1775","2.1775"
"1445","2.1775","2.1775","2.1775"
"1446","2.0874","2.0874","2.0874"
"1447","2.0874","2.0874","2.0874"
"1448","2.0355","2.0355","2.0355"
"1449","2.0355","2.0355","2.0355"
"1450","1.7051","1.7051","1.7051"
"1451","1.7051","1.7051","1.7051"
"1452","2.1905","2.1905","2.1905"
"1453","2.1905","2.1905","2.1905"
"1454","2.1114","2.1114","2.1114"
"1455","2.1114","2.1114","2.1114"
"1456","1.8325","1.8325","1.8325"
"1457","1.8325","1.8325","1.8325"
"1458","2.1029","2.1029","2.1029"
"1459","2.1029","2.1029","2.1029"
"1460","1.8294","1.8294","1.8294"
"1461","1.8294","1.8294","1.8294"
"1462","1.9559","1.9559","1.9559"
"1463","1.9559","1.9559","1.9559"
