"Step","clean-durian-2 - train/loss","clean-durian-2 - train/loss__MIN","clean-durian-2 - train/loss__MAX"
"744","2.1756","2.1756","2.1756"
"745","2.1756","2.1756","2.1756"
"746","2.7309","2.7309","2.7309"
"747","2.7309","2.7309","2.7309"
"748","2.4394","2.4394","2.4394"
"749","2.4394","2.4394","2.4394"
"750","2.3104","2.3104","2.3104"
"751","2.3104","2.3104","2.3104"
"752","2.3544","2.3544","2.3544"
"753","2.3544","2.3544","2.3544"
"754","2.4437","2.4437","2.4437"
"755","2.4437","2.4437","2.4437"
"756","2.5462","2.5462","2.5462"
"757","2.5462","2.5462","2.5462"
"758","2.3445","2.3445","2.3445"
"759","2.3445","2.3445","2.3445"
"760","2.5656","2.5656","2.5656"
"761","2.5656","2.5656","2.5656"
"762","2.5333","2.5333","2.5333"
"763","2.5333","2.5333","2.5333"
"764","2.2626","2.2626","2.2626"
"765","2.2626","2.2626","2.2626"
"766","2.3839","2.3839","2.3839"
"767","2.3839","2.3839","2.3839"
"768","2.3087","2.3087","2.3087"
"769","2.3087","2.3087","2.3087"
"770","2.4426","2.4426","2.4426"
"771","2.4426","2.4426","2.4426"
"772","2.2002","2.2002","2.2002"
"773","2.2002","2.2002","2.2002"
"774","2.5677","2.5677","2.5677"
"775","2.5677","2.5677","2.5677"
"776","2.1445","2.1445","2.1445"
"777","2.1445","2.1445","2.1445"
"778","2.2738","2.2738","2.2738"
"779","2.2738","2.2738","2.2738"
"780","2.2604","2.2604","2.2604"
"781","2.2604","2.2604","2.2604"
"782","2.1695","2.1695","2.1695"
"783","2.1695","2.1695","2.1695"
"784","2.2637","2.2637","2.2637"
"785","2.2637","2.2637","2.2637"
"786","2.3235","2.3235","2.3235"
"787","2.3235","2.3235","2.3235"
"788","2.1364","2.1364","2.1364"
"789","2.1364","2.1364","2.1364"
"790","2.2856","2.2856","2.2856"
"791","2.2856","2.2856","2.2856"
"792","2.3405","2.3405","2.3405"
"793","2.3405","2.3405","2.3405"
"794","2.2565","2.2565","2.2565"
"795","2.2565","2.2565","2.2565"
"796","2.6972","2.6972","2.6972"
"797","2.6972","2.6972","2.6972"
"798","2.1487","2.1487","2.1487"
"799","2.1487","2.1487","2.1487"
"800","2.3923","2.3923","2.3923"
"801","2.3923","2.3923","2.3923"
"802","2.5577","2.5577","2.5577"
"803","2.5577","2.5577","2.5577"
"804","2.0991","2.0991","2.0991"
"805","2.0991","2.0991","2.0991"
"806","2.4253","2.4253","2.4253"
"807","2.4253","2.4253","2.4253"
"808","2.3882","2.3882","2.3882"
"809","2.3882","2.3882","2.3882"
"810","2.2684","2.2684","2.2684"
"811","2.2684","2.2684","2.2684"
"812","2.3087","2.3087","2.3087"
"813","2.3087","2.3087","2.3087"
"814","2.5478","2.5478","2.5478"
"815","2.5478","2.5478","2.5478"
"816","2.2894","2.2894","2.2894"
"817","2.2894","2.2894","2.2894"
"818","2.2877","2.2877","2.2877"
"819","2.2877","2.2877","2.2877"
"820","2.2593","2.2593","2.2593"
"821","2.2593","2.2593","2.2593"
"822","2.2993","2.2993","2.2993"
"823","2.2993","2.2993","2.2993"
"824","2.1329","2.1329","2.1329"
"825","2.1329","2.1329","2.1329"
"826","2.1064","2.1064","2.1064"
"827","2.1064","2.1064","2.1064"
"828","2.2927","2.2927","2.2927"
"829","2.2927","2.2927","2.2927"
"830","2.3202","2.3202","2.3202"
"831","2.3202","2.3202","2.3202"
"832","2.3148","2.3148","2.3148"
"833","2.3148","2.3148","2.3148"
"834","2.021","2.021","2.021"
"835","2.021","2.021","2.021"
"836","2.4245","2.4245","2.4245"
"837","2.4245","2.4245","2.4245"
"838","2.5636","2.5636","2.5636"
"839","2.5636","2.5636","2.5636"
"840","2.2012","2.2012","2.2012"
"841","2.2012","2.2012","2.2012"
"842","2.1012","2.1012","2.1012"
"843","2.1012","2.1012","2.1012"
"844","2.097","2.097","2.097"
"845","2.097","2.097","2.097"
"846","2.2439","2.2439","2.2439"
"847","2.2439","2.2439","2.2439"
"848","2.1703","2.1703","2.1703"
"849","2.1703","2.1703","2.1703"
"850","2.4062","2.4062","2.4062"
"851","2.4062","2.4062","2.4062"
"852","2.2143","2.2143","2.2143"
"853","2.2143","2.2143","2.2143"
"854","2.0914","2.0914","2.0914"
"855","2.0914","2.0914","2.0914"
"856","2.3346","2.3346","2.3346"
"857","2.3346","2.3346","2.3346"
"858","2.2031","2.2031","2.2031"
"859","2.2031","2.2031","2.2031"
"860","2.0082","2.0082","2.0082"
"861","2.0082","2.0082","2.0082"
"862","2.4892","2.4892","2.4892"
"863","2.4892","2.4892","2.4892"
"864","2.4008","2.4008","2.4008"
"865","2.4008","2.4008","2.4008"
"866","2.0642","2.0642","2.0642"
"867","2.0642","2.0642","2.0642"
"868","2.183","2.183","2.183"
"869","2.183","2.183","2.183"
"870","2.1593","2.1593","2.1593"
"871","2.1593","2.1593","2.1593"
"872","2.2377","2.2377","2.2377"
"873","2.2377","2.2377","2.2377"
"874","2.1728","2.1728","2.1728"
"875","2.1728","2.1728","2.1728"
"876","2.3752","2.3752","2.3752"
"877","2.3752","2.3752","2.3752"
"878","2.1776","2.1776","2.1776"
"879","2.1776","2.1776","2.1776"
"880","2.5014","2.5014","2.5014"
"881","2.5014","2.5014","2.5014"
"882","2.3211","2.3211","2.3211"
"883","2.3211","2.3211","2.3211"
"884","2.3948","2.3948","2.3948"
"885","2.3948","2.3948","2.3948"
"886","2.3781","2.3781","2.3781"
"887","2.3781","2.3781","2.3781"
"888","2.2767","2.2767","2.2767"
"889","2.2767","2.2767","2.2767"
"890","2.3483","2.3483","2.3483"
"891","2.3483","2.3483","2.3483"
"892","2.3217","2.3217","2.3217"
"893","2.3217","2.3217","2.3217"
"894","2.2438","2.2438","2.2438"
"895","2.2438","2.2438","2.2438"
"896","2.0975","2.0975","2.0975"
"897","2.0975","2.0975","2.0975"
"898","2.2706","2.2706","2.2706"
"899","2.2706","2.2706","2.2706"
"900","2.3613","2.3613","2.3613"
"901","2.3613","2.3613","2.3613"
"902","2.2285","2.2285","2.2285"
"903","2.2285","2.2285","2.2285"
"904","2.2577","2.2577","2.2577"
"905","2.2577","2.2577","2.2577"
"906","2.4323","2.4323","2.4323"
"907","2.4323","2.4323","2.4323"
"908","2.4683","2.4683","2.4683"
"909","2.4683","2.4683","2.4683"
"910","2.3214","2.3214","2.3214"
"911","2.3214","2.3214","2.3214"
"912","2.3326","2.3326","2.3326"
"913","2.3326","2.3326","2.3326"
"914","2.0643","2.0643","2.0643"
"915","2.0643","2.0643","2.0643"
"916","2.3907","2.3907","2.3907"
"917","2.3907","2.3907","2.3907"
"918","2.0749","2.0749","2.0749"
"919","2.0749","2.0749","2.0749"
"920","2.2601","2.2601","2.2601"
"921","2.2601","2.2601","2.2601"
"922","2.2425","2.2425","2.2425"
"923","2.2425","2.2425","2.2425"
"924","2.5158","2.5158","2.5158"
"925","2.5158","2.5158","2.5158"
"926","2.5942","2.5942","2.5942"
"927","2.5942","2.5942","2.5942"
"928","2.3827","2.3827","2.3827"
"929","2.3827","2.3827","2.3827"
"930","2.3829","2.3829","2.3829"
"931","2.3829","2.3829","2.3829"
"932","2.1474","2.1474","2.1474"
"933","2.1474","2.1474","2.1474"
"934","2.3865","2.3865","2.3865"
"935","2.3865","2.3865","2.3865"
"936","2.3182","2.3182","2.3182"
"937","2.3182","2.3182","2.3182"
"938","2.1983","2.1983","2.1983"
"939","2.1983","2.1983","2.1983"
"940","2.295","2.295","2.295"
"941","2.295","2.295","2.295"
"942","2.33","2.33","2.33"
"943","2.33","2.33","2.33"
"944","2.3476","2.3476","2.3476"
"945","2.3476","2.3476","2.3476"
"946","2.329","2.329","2.329"
"947","2.329","2.329","2.329"
"948","2.228","2.228","2.228"
"949","2.228","2.228","2.228"
"950","2.1118","2.1118","2.1118"
"951","2.1118","2.1118","2.1118"
"952","2.1932","2.1932","2.1932"
"953","2.1932","2.1932","2.1932"
"954","2.3135","2.3135","2.3135"
"955","2.3135","2.3135","2.3135"
"956","2.3577","2.3577","2.3577"
"957","2.3577","2.3577","2.3577"
"958","1.9651","1.9651","1.9651"
"959","1.9651","1.9651","1.9651"
"960","2.153","2.153","2.153"
"961","2.153","2.153","2.153"
"962","2.5107","2.5107","2.5107"
"963","2.5107","2.5107","2.5107"
"964","2.2847","2.2847","2.2847"
"965","2.2847","2.2847","2.2847"
"966","2.2318","2.2318","2.2318"
"967","2.2318","2.2318","2.2318"
"968","2.2131","2.2131","2.2131"
"969","2.2131","2.2131","2.2131"
"970","1.9199","1.9199","1.9199"
"971","1.9199","1.9199","1.9199"
"972","2.2102","2.2102","2.2102"
"973","2.2102","2.2102","2.2102"
"974","2.1025","2.1025","2.1025"
"975","2.1025","2.1025","2.1025"
"976","2.3739","2.3739","2.3739"
"977","2.3739","2.3739","2.3739"
"978","2.0529","2.0529","2.0529"
"979","2.0529","2.0529","2.0529"
"980","2.4421","2.4421","2.4421"
"981","2.4421","2.4421","2.4421"
"982","2.4428","2.4428","2.4428"
"983","2.4428","2.4428","2.4428"
"984","2.3945","2.3945","2.3945"
"985","2.3945","2.3945","2.3945"
"986","2.1158","2.1158","2.1158"
"987","2.1158","2.1158","2.1158"
"988","2.1136","2.1136","2.1136"
"989","2.1136","2.1136","2.1136"
"990","2.1912","2.1912","2.1912"
"991","2.1912","2.1912","2.1912"
"992","2.1776","2.1776","2.1776"
"993","2.1776","2.1776","2.1776"
"994","1.9858","1.9858","1.9858"
"995","1.9858","1.9858","1.9858"
"996","2.6596","2.6596","2.6596"
"997","2.6596","2.6596","2.6596"
"998","2.1277","2.1277","2.1277"
"999","2.1277","2.1277","2.1277"
"1000","2.2618","2.2618","2.2618"
"1001","2.2618","2.2618","2.2618"
"1002","2.0999","2.0999","2.0999"
"1003","2.0999","2.0999","2.0999"
"1004","2.3066","2.3066","2.3066"
"1005","2.3066","2.3066","2.3066"
"1006","1.8756","1.8756","1.8756"
"1007","1.8756","1.8756","1.8756"
"1008","2.2676","2.2676","2.2676"
"1009","2.2676","2.2676","2.2676"
"1010","2.0615","2.0615","2.0615"
"1011","2.0615","2.0615","2.0615"
"1012","2.2423","2.2423","2.2423"
"1013","2.2423","2.2423","2.2423"
"1014","2.2419","2.2419","2.2419"
"1015","2.2419","2.2419","2.2419"
"1016","2.177","2.177","2.177"
"1017","2.177","2.177","2.177"
"1018","2.1445","2.1445","2.1445"
"1019","2.1445","2.1445","2.1445"
"1020","2.4804","2.4804","2.4804"
"1021","2.4804","2.4804","2.4804"
"1022","2.4776","2.4776","2.4776"
"1023","2.4776","2.4776","2.4776"
"1024","2.1053","2.1053","2.1053"
"1025","2.1053","2.1053","2.1053"
"1026","2.0868","2.0868","2.0868"
"1027","2.0868","2.0868","2.0868"
"1028","2.2164","2.2164","2.2164"
"1029","2.2164","2.2164","2.2164"
"1030","2.5736","2.5736","2.5736"
"1031","2.5736","2.5736","2.5736"
"1032","1.9176","1.9176","1.9176"
"1033","1.9176","1.9176","1.9176"
"1034","2.2238","2.2238","2.2238"
"1035","2.2238","2.2238","2.2238"
"1036","2.5573","2.5573","2.5573"
"1037","2.5573","2.5573","2.5573"
"1038","2.2701","2.2701","2.2701"
"1039","2.2701","2.2701","2.2701"
"1040","2.293","2.293","2.293"
"1041","2.293","2.293","2.293"
"1042","2.1787","2.1787","2.1787"
"1043","2.1787","2.1787","2.1787"
"1044","2.1687","2.1687","2.1687"
"1045","2.1687","2.1687","2.1687"
"1046","2.3337","2.3337","2.3337"
"1047","2.3337","2.3337","2.3337"
"1048","2.0361","2.0361","2.0361"
"1049","2.0361","2.0361","2.0361"
"1050","2.0582","2.0582","2.0582"
"1051","2.0582","2.0582","2.0582"
"1052","2.1159","2.1159","2.1159"
"1053","2.1159","2.1159","2.1159"
"1054","2.0658","2.0658","2.0658"
"1055","2.0658","2.0658","2.0658"
"1056","2.253","2.253","2.253"
"1057","2.253","2.253","2.253"
"1058","2.3484","2.3484","2.3484"
"1059","2.3484","2.3484","2.3484"
"1060","2.3718","2.3718","2.3718"
"1061","2.3718","2.3718","2.3718"
"1062","2.5068","2.5068","2.5068"
"1063","2.5068","2.5068","2.5068"
"1064","1.8886","1.8886","1.8886"
"1065","1.8886","1.8886","1.8886"
"1066","2.0769","2.0769","2.0769"
"1067","2.0769","2.0769","2.0769"
"1068","2.1208","2.1208","2.1208"
"1069","2.1208","2.1208","2.1208"
"1070","1.9566","1.9566","1.9566"
"1071","1.9566","1.9566","1.9566"
"1072","2.2964","2.2964","2.2964"
"1073","2.2964","2.2964","2.2964"
"1074","1.8836","1.8836","1.8836"
"1075","1.8836","1.8836","1.8836"
"1076","2.1953","2.1953","2.1953"
"1077","2.1953","2.1953","2.1953"
"1078","2.128","2.128","2.128"
"1079","2.128","2.128","2.128"
"1080","2.2545","2.2545","2.2545"
"1081","2.2545","2.2545","2.2545"
"1082","2.0402","2.0402","2.0402"
"1083","2.0402","2.0402","2.0402"
"1084","2.2333","2.2333","2.2333"
"1085","2.2333","2.2333","2.2333"
"1086","1.854","1.854","1.854"
"1087","1.854","1.854","1.854"
"1088","1.9303","1.9303","1.9303"
"1089","1.9303","1.9303","1.9303"
"1090","1.9845","1.9845","1.9845"
"1091","1.9845","1.9845","1.9845"
"1092","2.2191","2.2191","2.2191"
"1093","2.2191","2.2191","2.2191"
"1094","2.3816","2.3816","2.3816"
"1095","2.3816","2.3816","2.3816"
"1096","1.8139","1.8139","1.8139"
"1097","1.8139","1.8139","1.8139"
"1098","2.1366","2.1366","2.1366"
"1099","2.1366","2.1366","2.1366"
"1100","1.9691","1.9691","1.9691"
"1101","1.9691","1.9691","1.9691"
"1102","2.1014","2.1014","2.1014"
"1103","2.1014","2.1014","2.1014"
"1104","2.1814","2.1814","2.1814"
"1105","2.1814","2.1814","2.1814"
"1106","2.213","2.213","2.213"
"1107","2.213","2.213","2.213"
"1108","2.0896","2.0896","2.0896"
"1109","2.0896","2.0896","2.0896"
"1110","2.0024","2.0024","2.0024"
"1111","2.0024","2.0024","2.0024"
"1112","2.1187","2.1187","2.1187"
"1113","2.1187","2.1187","2.1187"
"1114","2.4051","2.4051","2.4051"
"1115","2.4051","2.4051","2.4051"
"1116","2.0838","2.0838","2.0838"
"1117","2.0838","2.0838","2.0838"
"1118","2.3461","2.3461","2.3461"
"1119","2.3461","2.3461","2.3461"
"1120","2.2149","2.2149","2.2149"
"1121","2.2149","2.2149","2.2149"
"1122","2.1094","2.1094","2.1094"
"1123","2.1094","2.1094","2.1094"
"1124","2.1475","2.1475","2.1475"
"1125","2.1475","2.1475","2.1475"
"1126","2.0003","2.0003","2.0003"
"1127","2.0003","2.0003","2.0003"
"1128","1.8607","1.8607","1.8607"
"1129","1.8607","1.8607","1.8607"
"1130","2.2735","2.2735","2.2735"
"1131","2.2735","2.2735","2.2735"
"1132","2.3654","2.3654","2.3654"
"1133","2.3654","2.3654","2.3654"
"1134","2.1797","2.1797","2.1797"
"1135","2.1797","2.1797","2.1797"
"1136","2.1048","2.1048","2.1048"
"1137","2.1048","2.1048","2.1048"
"1138","2.1453","2.1453","2.1453"
"1139","2.1453","2.1453","2.1453"
"1140","2.1383","2.1383","2.1383"
"1141","2.1383","2.1383","2.1383"
"1142","1.9263","1.9263","1.9263"
"1143","1.9263","1.9263","1.9263"
"1144","2.1547","2.1547","2.1547"
"1145","2.1547","2.1547","2.1547"
"1146","2.2127","2.2127","2.2127"
"1147","2.2127","2.2127","2.2127"
"1148","1.9751","1.9751","1.9751"
"1149","1.9751","1.9751","1.9751"
"1150","2.0553","2.0553","2.0553"
"1151","2.0553","2.0553","2.0553"
"1152","2.0237","2.0237","2.0237"
"1153","2.0237","2.0237","2.0237"
"1154","2.1889","2.1889","2.1889"
"1155","2.1889","2.1889","2.1889"
"1156","2.012","2.012","2.012"
"1157","2.012","2.012","2.012"
"1158","2.2024","2.2024","2.2024"
"1159","2.2024","2.2024","2.2024"
"1160","1.8876","1.8876","1.8876"
"1161","1.8876","1.8876","1.8876"
"1162","2.2419","2.2419","2.2419"
"1163","2.2419","2.2419","2.2419"
"1164","1.9906","1.9906","1.9906"
"1165","1.9906","1.9906","1.9906"
"1166","2.0488","2.0488","2.0488"
"1167","2.0488","2.0488","2.0488"
"1168","2.1905","2.1905","2.1905"
"1169","2.1905","2.1905","2.1905"
"1170","1.9423","1.9423","1.9423"
"1171","1.9423","1.9423","1.9423"
"1172","2.4299","2.4299","2.4299"
"1173","2.4299","2.4299","2.4299"
"1174","2.0404","2.0404","2.0404"
"1175","2.0404","2.0404","2.0404"
"1176","2.1065","2.1065","2.1065"
"1177","2.1065","2.1065","2.1065"
"1178","2.071","2.071","2.071"
"1179","2.071","2.071","2.071"
"1180","2.1203","2.1203","2.1203"
"1181","2.1203","2.1203","2.1203"
"1182","1.8442","1.8442","1.8442"
"1183","1.8442","1.8442","1.8442"
"1184","2.0989","2.0989","2.0989"
"1185","2.0989","2.0989","2.0989"
"1186","2.2826","2.2826","2.2826"
"1187","2.2826","2.2826","2.2826"
"1188","2.1161","2.1161","2.1161"
"1189","2.1161","2.1161","2.1161"
"1190","2.2789","2.2789","2.2789"
"1191","2.2789","2.2789","2.2789"
"1192","2.0949","2.0949","2.0949"
"1193","2.0949","2.0949","2.0949"
"1194","1.9516","1.9516","1.9516"
"1195","1.9516","1.9516","1.9516"
"1196","2.0357","2.0357","2.0357"
"1197","2.0357","2.0357","2.0357"
"1198","1.6876","1.6876","1.6876"
"1199","1.6876","1.6876","1.6876"
"1200","2.0681","2.0681","2.0681"
"1201","2.0681","2.0681","2.0681"
"1202","1.8836","1.8836","1.8836"
"1203","1.8836","1.8836","1.8836"
"1204","2.1151","2.1151","2.1151"
"1205","2.1151","2.1151","2.1151"
"1206","2.0895","2.0895","2.0895"
"1207","2.0895","2.0895","2.0895"
"1208","2.257","2.257","2.257"
"1209","2.257","2.257","2.257"
"1210","2.2345","2.2345","2.2345"
"1211","2.2345","2.2345","2.2345"
"1212","2.0829","2.0829","2.0829"
"1213","2.0829","2.0829","2.0829"
"1214","2.0259","2.0259","2.0259"
"1215","2.0259","2.0259","2.0259"
"1216","2.096","2.096","2.096"
"1217","2.096","2.096","2.096"
"1218","2.1069","2.1069","2.1069"
"1219","2.1069","2.1069","2.1069"
"1220","1.9726","1.9726","1.9726"
"1221","1.9726","1.9726","1.9726"
"1222","1.9526","1.9526","1.9526"
"1223","1.9526","1.9526","1.9526"
"1224","2.0841","2.0841","2.0841"
"1225","2.0841","2.0841","2.0841"
"1226","2.2726","2.2726","2.2726"
"1227","2.2726","2.2726","2.2726"
"1228","2.3519","2.3519","2.3519"
"1229","2.3519","2.3519","2.3519"
"1230","2.1619","2.1619","2.1619"
"1231","2.1619","2.1619","2.1619"
"1232","2.1485","2.1485","2.1485"
"1233","2.1485","2.1485","2.1485"
"1234","2.0298","2.0298","2.0298"
"1235","2.0298","2.0298","2.0298"
"1236","2.0272","2.0272","2.0272"
"1237","2.0272","2.0272","2.0272"
"1238","2.297","2.297","2.297"
"1239","2.297","2.297","2.297"
"1240","2.2504","2.2504","2.2504"
"1241","2.2504","2.2504","2.2504"
"1242","2.0462","2.0462","2.0462"
"1243","2.0462","2.0462","2.0462"
"1244","2.0663","2.0663","2.0663"
"1245","2.0663","2.0663","2.0663"
"1246","2.1957","2.1957","2.1957"
"1247","2.1957","2.1957","2.1957"
"1248","2.2304","2.2304","2.2304"
"1249","2.2304","2.2304","2.2304"
"1250","2.3048","2.3048","2.3048"
"1251","2.3048","2.3048","2.3048"
"1252","2.5261","2.5261","2.5261"
"1253","2.5261","2.5261","2.5261"
"1254","2.129","2.129","2.129"
"1255","2.129","2.129","2.129"
"1256","1.9259","1.9259","1.9259"
"1257","1.9259","1.9259","1.9259"
"1258","1.8662","1.8662","1.8662"
"1259","1.8662","1.8662","1.8662"
"1260","1.9633","1.9633","1.9633"
"1261","1.9633","1.9633","1.9633"
"1262","1.9259","1.9259","1.9259"
"1263","1.9259","1.9259","1.9259"
"1264","1.8606","1.8606","1.8606"
"1265","1.8606","1.8606","1.8606"
"1266","2.1159","2.1159","2.1159"
"1267","2.1159","2.1159","2.1159"
"1268","2.087","2.087","2.087"
"1269","2.087","2.087","2.087"
"1270","2.0323","2.0323","2.0323"
"1271","2.0323","2.0323","2.0323"
"1272","2.0941","2.0941","2.0941"
"1273","2.0941","2.0941","2.0941"
"1274","2.312","2.312","2.312"
"1275","2.312","2.312","2.312"
"1276","1.8395","1.8395","1.8395"
"1277","1.8395","1.8395","1.8395"
"1278","2.0052","2.0052","2.0052"
"1279","2.0052","2.0052","2.0052"
"1280","1.9351","1.9351","1.9351"
"1281","1.9351","1.9351","1.9351"
"1282","2.0791","2.0791","2.0791"
"1283","2.0791","2.0791","2.0791"
"1284","2.4481","2.4481","2.4481"
"1285","2.4481","2.4481","2.4481"
"1286","2.1612","2.1612","2.1612"
"1287","2.1612","2.1612","2.1612"
"1288","2.1556","2.1556","2.1556"
"1289","2.1556","2.1556","2.1556"
"1290","2.2059","2.2059","2.2059"
"1291","2.2059","2.2059","2.2059"
"1292","2.2393","2.2393","2.2393"
"1293","2.2393","2.2393","2.2393"
"1294","2.2833","2.2833","2.2833"
"1295","2.2833","2.2833","2.2833"
"1296","2.3441","2.3441","2.3441"
"1297","2.3441","2.3441","2.3441"
"1298","2.2766","2.2766","2.2766"
"1299","2.2766","2.2766","2.2766"
"1300","2.4776","2.4776","2.4776"
"1301","2.4776","2.4776","2.4776"
"1302","1.8386","1.8386","1.8386"
"1303","1.8386","1.8386","1.8386"
"1304","2.3549","2.3549","2.3549"
"1305","2.3549","2.3549","2.3549"
"1306","2.3218","2.3218","2.3218"
"1307","2.3218","2.3218","2.3218"
"1308","1.9656","1.9656","1.9656"
"1309","1.9656","1.9656","1.9656"
"1310","1.8583","1.8583","1.8583"
"1311","1.8583","1.8583","1.8583"
"1312","1.8967","1.8967","1.8967"
"1313","1.8967","1.8967","1.8967"
"1314","2.0189","2.0189","2.0189"
"1315","2.0189","2.0189","2.0189"
"1316","1.9684","1.9684","1.9684"
"1317","1.9684","1.9684","1.9684"
"1318","1.6871","1.6871","1.6871"
"1319","1.6871","1.6871","1.6871"
"1320","2.0511","2.0511","2.0511"
"1321","2.0511","2.0511","2.0511"
"1322","2.2498","2.2498","2.2498"
"1323","2.2498","2.2498","2.2498"
"1324","2.0114","2.0114","2.0114"
"1325","2.0114","2.0114","2.0114"
"1326","2.1161","2.1161","2.1161"
"1327","2.1161","2.1161","2.1161"
"1328","2.1486","2.1486","2.1486"
"1329","2.1486","2.1486","2.1486"
"1330","2.1353","2.1353","2.1353"
"1331","2.1353","2.1353","2.1353"
"1332","2.1077","2.1077","2.1077"
"1333","2.1077","2.1077","2.1077"
"1334","2.0892","2.0892","2.0892"
"1335","2.0892","2.0892","2.0892"
"1336","1.8418","1.8418","1.8418"
"1337","1.8418","1.8418","1.8418"
"1338","1.7753","1.7753","1.7753"
"1339","1.7753","1.7753","1.7753"
"1340","1.952","1.952","1.952"
"1341","1.952","1.952","1.952"
"1342","2.0367","2.0367","2.0367"
"1343","2.0367","2.0367","2.0367"
"1344","2.0223","2.0223","2.0223"
"1345","2.0223","2.0223","2.0223"
"1346","1.9506","1.9506","1.9506"
"1347","1.9506","1.9506","1.9506"
"1348","1.9709","1.9709","1.9709"
"1349","1.9709","1.9709","1.9709"
"1350","2.0431","2.0431","2.0431"
"1351","2.0431","2.0431","2.0431"
"1352","1.987","1.987","1.987"
"1353","1.987","1.987","1.987"
"1354","2.3002","2.3002","2.3002"
"1355","2.3002","2.3002","2.3002"
"1356","2.1639","2.1639","2.1639"
"1357","2.1639","2.1639","2.1639"
"1358","1.7958","1.7958","1.7958"
"1359","1.7958","1.7958","1.7958"
"1360","1.8897","1.8897","1.8897"
"1361","1.8897","1.8897","1.8897"
"1362","2.0143","2.0143","2.0143"
"1363","2.0143","2.0143","2.0143"
"1364","2.0901","2.0901","2.0901"
"1365","2.0901","2.0901","2.0901"
"1366","2.0212","2.0212","2.0212"
"1367","2.0212","2.0212","2.0212"
"1368","1.9284","1.9284","1.9284"
"1369","1.9284","1.9284","1.9284"
"1370","2.0711","2.0711","2.0711"
"1371","2.0711","2.0711","2.0711"
"1372","2.0535","2.0535","2.0535"
"1373","2.0535","2.0535","2.0535"
"1374","2.2829","2.2829","2.2829"
"1375","2.2829","2.2829","2.2829"
"1376","2.1562","2.1562","2.1562"
"1377","2.1562","2.1562","2.1562"
"1378","2.3127","2.3127","2.3127"
"1379","2.3127","2.3127","2.3127"
"1380","2.0788","2.0788","2.0788"
"1381","2.0788","2.0788","2.0788"
"1382","2.2014","2.2014","2.2014"
"1383","2.2014","2.2014","2.2014"
"1384","2.1574","2.1574","2.1574"
"1385","2.1574","2.1574","2.1574"
"1386","2.0361","2.0361","2.0361"
"1387","2.0361","2.0361","2.0361"
"1388","2.0542","2.0542","2.0542"
"1389","2.0542","2.0542","2.0542"
"1390","1.9419","1.9419","1.9419"
"1391","1.9419","1.9419","1.9419"
"1392","1.8247","1.8247","1.8247"
"1393","1.8247","1.8247","1.8247"
"1394","2.1738","2.1738","2.1738"
"1395","2.1738","2.1738","2.1738"
"1396","2.1919","2.1919","2.1919"
"1397","2.1919","2.1919","2.1919"
"1398","2.0952","2.0952","2.0952"
"1399","2.0952","2.0952","2.0952"
"1400","1.9504","1.9504","1.9504"
"1401","1.9504","1.9504","1.9504"
"1402","2.0582","2.0582","2.0582"
"1403","2.0582","2.0582","2.0582"
"1404","2.0741","2.0741","2.0741"
"1405","2.0741","2.0741","2.0741"
"1406","2.0797","2.0797","2.0797"
"1407","2.0797","2.0797","2.0797"
"1408","2.0687","2.0687","2.0687"
"1409","2.0687","2.0687","2.0687"
"1410","1.9041","1.9041","1.9041"
"1411","1.9041","1.9041","1.9041"
"1412","1.9206","1.9206","1.9206"
"1413","1.9206","1.9206","1.9206"
"1414","2.2044","2.2044","2.2044"
"1415","2.2044","2.2044","2.2044"
"1416","2.2027","2.2027","2.2027"
"1417","2.2027","2.2027","2.2027"
"1418","1.9975","1.9975","1.9975"
"1419","1.9975","1.9975","1.9975"
"1420","2.0549","2.0549","2.0549"
"1421","2.0549","2.0549","2.0549"
"1422","1.8193","1.8193","1.8193"
"1423","1.8193","1.8193","1.8193"
"1424","1.9618","1.9618","1.9618"
"1425","1.9618","1.9618","1.9618"
"1426","1.9942","1.9942","1.9942"
"1427","1.9942","1.9942","1.9942"
"1428","2.0696","2.0696","2.0696"
"1429","2.0696","2.0696","2.0696"
"1430","1.9523","1.9523","1.9523"
"1431","1.9523","1.9523","1.9523"
"1432","2.1619","2.1619","2.1619"
"1433","2.1619","2.1619","2.1619"
"1434","2.1437","2.1437","2.1437"
"1435","2.1437","2.1437","2.1437"
"1436","2.1134","2.1134","2.1134"
"1437","2.1134","2.1134","2.1134"
"1438","2.0634","2.0634","2.0634"
"1439","2.0634","2.0634","2.0634"
"1440","1.9009","1.9009","1.9009"
"1441","1.9009","1.9009","1.9009"
"1442","2.0963","2.0963","2.0963"
"1443","2.0963","2.0963","2.0963"
"1444","2.1398","2.1398","2.1398"
"1445","2.1398","2.1398","2.1398"
"1446","2.1249","2.1249","2.1249"
"1447","2.1249","2.1249","2.1249"
"1448","2.0677","2.0677","2.0677"
"1449","2.0677","2.0677","2.0677"
"1450","1.7785","1.7785","1.7785"
"1451","1.7785","1.7785","1.7785"
"1452","2.2515","2.2515","2.2515"
"1453","2.2515","2.2515","2.2515"
"1454","2.0347","2.0347","2.0347"
"1455","2.0347","2.0347","2.0347"
"1456","1.9086","1.9086","1.9086"
"1457","1.9086","1.9086","1.9086"
"1458","1.9507","1.9507","1.9507"
"1459","1.9507","1.9507","1.9507"
"1460","1.7872","1.7872","1.7872"
