"Step","clear-eon-65 - train/loss","clear-eon-65 - train/loss__MIN","clear-eon-65 - train/loss__MAX"
"743","3.3469","3.3469","3.3469"
"744","3.0164","3.0164","3.0164"
"745","3.0164","3.0164","3.0164"
"746","3.3251","3.3251","3.3251"
"747","3.3251","3.3251","3.3251"
"748","3.3325","3.3325","3.3325"
"749","3.3325","3.3325","3.3325"
"750","3.2323","3.2323","3.2323"
"751","3.2323","3.2323","3.2323"
"752","3.0108","3.0108","3.0108"
"753","3.0108","3.0108","3.0108"
"754","3.2226","3.2226","3.2226"
"755","3.2226","3.2226","3.2226"
"756","3.2769","3.2769","3.2769"
"757","3.2769","3.2769","3.2769"
"758","3.4359","3.4359","3.4359"
"759","3.4359","3.4359","3.4359"
"760","3.3597","3.3597","3.3597"
"761","3.3597","3.3597","3.3597"
"762","3.4662","3.4662","3.4662"
"763","3.4662","3.4662","3.4662"
"764","3.0819","3.0819","3.0819"
"765","3.0819","3.0819","3.0819"
"766","3.2148","3.2148","3.2148"
"767","3.2148","3.2148","3.2148"
"768","3.0797","3.0797","3.0797"
"769","3.0797","3.0797","3.0797"
"770","3.1087","3.1087","3.1087"
"771","3.1087","3.1087","3.1087"
"772","3.0564","3.0564","3.0564"
"773","3.0564","3.0564","3.0564"
"774","3.2451","3.2451","3.2451"
"775","3.2451","3.2451","3.2451"
"776","2.9105","2.9105","2.9105"
"777","2.9105","2.9105","2.9105"
"778","3.0558","3.0558","3.0558"
"779","3.0558","3.0558","3.0558"
"780","2.937","2.937","2.937"
"781","2.937","2.937","2.937"
"782","2.9359","2.9359","2.9359"
"783","2.9359","2.9359","2.9359"
"784","3.1972","3.1972","3.1972"
"785","3.1972","3.1972","3.1972"
"786","3.0378","3.0378","3.0378"
"787","3.0378","3.0378","3.0378"
"788","3.1423","3.1423","3.1423"
"789","3.1423","3.1423","3.1423"
"790","3.129","3.129","3.129"
"791","3.129","3.129","3.129"
"792","3.1759","3.1759","3.1759"
"793","3.1759","3.1759","3.1759"
"794","3.1172","3.1172","3.1172"
"795","3.1172","3.1172","3.1172"
"796","3.5112","3.5112","3.5112"
"797","3.5112","3.5112","3.5112"
"798","3.0443","3.0443","3.0443"
"799","3.0443","3.0443","3.0443"
"800","3.1475","3.1475","3.1475"
"801","3.1475","3.1475","3.1475"
"802","3.4007","3.4007","3.4007"
"803","3.4007","3.4007","3.4007"
"804","3.0017","3.0017","3.0017"
"805","3.0017","3.0017","3.0017"
"806","3.2845","3.2845","3.2845"
"807","3.2845","3.2845","3.2845"
"808","3.0088","3.0088","3.0088"
"809","3.0088","3.0088","3.0088"
"810","3.245","3.245","3.245"
"811","3.245","3.245","3.245"
"812","3.0965","3.0965","3.0965"
"813","3.0965","3.0965","3.0965"
"814","3.3016","3.3016","3.3016"
"815","3.3016","3.3016","3.3016"
"816","3.0409","3.0409","3.0409"
"817","3.0409","3.0409","3.0409"
"818","3.2135","3.2135","3.2135"
"819","3.2135","3.2135","3.2135"
"820","2.9478","2.9478","2.9478"
"821","2.9478","2.9478","2.9478"
"822","3.2612","3.2612","3.2612"
"823","3.2612","3.2612","3.2612"
"824","2.7954","2.7954","2.7954"
"825","2.7954","2.7954","2.7954"
"826","2.8333","2.8333","2.8333"
"827","2.8333","2.8333","2.8333"
"828","3.1013","3.1013","3.1013"
"829","3.1013","3.1013","3.1013"
"830","3.1539","3.1539","3.1539"
"831","3.1539","3.1539","3.1539"
"832","3.0705","3.0705","3.0705"
"833","3.0705","3.0705","3.0705"
"834","2.8711","2.8711","2.8711"
"835","2.8711","2.8711","2.8711"
"836","3.313","3.313","3.313"
"837","3.313","3.313","3.313"
"838","3.3315","3.3315","3.3315"
"839","3.3315","3.3315","3.3315"
"840","3.2127","3.2127","3.2127"
"841","3.2127","3.2127","3.2127"
"842","2.9941","2.9941","2.9941"
"843","2.9941","2.9941","2.9941"
"844","2.9316","2.9316","2.9316"
"845","2.9316","2.9316","2.9316"
"846","3.127","3.127","3.127"
"847","3.127","3.127","3.127"
"848","3.0551","3.0551","3.0551"
"849","3.0551","3.0551","3.0551"
"850","3.1336","3.1336","3.1336"
"851","3.1336","3.1336","3.1336"
"852","3.0939","3.0939","3.0939"
"853","3.0939","3.0939","3.0939"
"854","2.8844","2.8844","2.8844"
"855","2.8844","2.8844","2.8844"
"856","3.0373","3.0373","3.0373"
"857","3.0373","3.0373","3.0373"
"858","3.0243","3.0243","3.0243"
"859","3.0243","3.0243","3.0243"
"860","2.8385","2.8385","2.8385"
"861","2.8385","2.8385","2.8385"
"862","3.2093","3.2093","3.2093"
"863","3.2093","3.2093","3.2093"
"864","3.3509","3.3509","3.3509"
"865","3.3509","3.3509","3.3509"
"866","2.971","2.971","2.971"
"867","2.971","2.971","2.971"
"868","3.1757","3.1757","3.1757"
"869","3.1757","3.1757","3.1757"
"870","3.0056","3.0056","3.0056"
"871","3.0056","3.0056","3.0056"
"872","2.9244","2.9244","2.9244"
"873","2.9244","2.9244","2.9244"
"874","2.8671","2.8671","2.8671"
"875","2.8671","2.8671","2.8671"
"876","3.0636","3.0636","3.0636"
"877","3.0636","3.0636","3.0636"
"878","2.9738","2.9738","2.9738"
"879","2.9738","2.9738","2.9738"
"880","3.5071","3.5071","3.5071"
"881","3.5071","3.5071","3.5071"
"882","3.0927","3.0927","3.0927"
"883","3.0927","3.0927","3.0927"
"884","3.1717","3.1717","3.1717"
"885","3.1717","3.1717","3.1717"
"886","3.0881","3.0881","3.0881"
"887","3.0881","3.0881","3.0881"
"888","3.165","3.165","3.165"
"889","3.165","3.165","3.165"
"890","3.2283","3.2283","3.2283"
"891","3.2283","3.2283","3.2283"
"892","3.1553","3.1553","3.1553"
"893","3.1553","3.1553","3.1553"
"894","3.1302","3.1302","3.1302"
"895","3.1302","3.1302","3.1302"
"896","3.0498","3.0498","3.0498"
"897","3.0498","3.0498","3.0498"
"898","3.0231","3.0231","3.0231"
"899","3.0231","3.0231","3.0231"
"900","3.2479","3.2479","3.2479"
"901","3.2479","3.2479","3.2479"
"902","2.814","2.814","2.814"
"903","2.814","2.814","2.814"
"904","3.3103","3.3103","3.3103"
"905","3.3103","3.3103","3.3103"
"906","3.2624","3.2624","3.2624"
"907","3.2624","3.2624","3.2624"
"908","3.1549","3.1549","3.1549"
"909","3.1549","3.1549","3.1549"
"910","3.2667","3.2667","3.2667"
"911","3.2667","3.2667","3.2667"
"912","3.2544","3.2544","3.2544"
"913","3.2544","3.2544","3.2544"
"914","2.8903","2.8903","2.8903"
"915","2.8903","2.8903","2.8903"
"916","3.2326","3.2326","3.2326"
"917","3.2326","3.2326","3.2326"
"918","2.8926","2.8926","2.8926"
"919","2.8926","2.8926","2.8926"
"920","3.0243","3.0243","3.0243"
"921","3.0243","3.0243","3.0243"
"922","2.9437","2.9437","2.9437"
"923","2.9437","2.9437","2.9437"
"924","3.23","3.23","3.23"
"925","3.23","3.23","3.23"
"926","3.3543","3.3543","3.3543"
"927","3.3543","3.3543","3.3543"
"928","3.2402","3.2402","3.2402"
"929","3.2402","3.2402","3.2402"
"930","3.036","3.036","3.036"
"931","3.036","3.036","3.036"
"932","3.139","3.139","3.139"
"933","3.139","3.139","3.139"
"934","3.0239","3.0239","3.0239"
"935","3.0239","3.0239","3.0239"
"936","3.0696","3.0696","3.0696"
"937","3.0696","3.0696","3.0696"
"938","3.0402","3.0402","3.0402"
"939","3.0402","3.0402","3.0402"
"940","3.054","3.054","3.054"
"941","3.054","3.054","3.054"
"942","3.0325","3.0325","3.0325"
"943","3.0325","3.0325","3.0325"
"944","3.2767","3.2767","3.2767"
"945","3.2767","3.2767","3.2767"
"946","3.206","3.206","3.206"
"947","3.206","3.206","3.206"
"948","3.081","3.081","3.081"
"949","3.081","3.081","3.081"
"950","2.9955","2.9955","2.9955"
"951","2.9955","2.9955","2.9955"
"952","2.9492","2.9492","2.9492"
"953","2.9492","2.9492","2.9492"
"954","3.0817","3.0817","3.0817"
"955","3.0817","3.0817","3.0817"
"956","3.0127","3.0127","3.0127"
"957","3.0127","3.0127","3.0127"
"958","2.7917","2.7917","2.7917"
"959","2.7917","2.7917","2.7917"
"960","3.0932","3.0932","3.0932"
"961","3.0932","3.0932","3.0932"
"962","3.4695","3.4695","3.4695"
"963","3.4695","3.4695","3.4695"
"964","3.078","3.078","3.078"
"965","3.078","3.078","3.078"
"966","3.0846","3.0846","3.0846"
"967","3.0846","3.0846","3.0846"
"968","2.8628","2.8628","2.8628"
"969","2.8628","2.8628","2.8628"
"970","2.6332","2.6332","2.6332"
"971","2.6332","2.6332","2.6332"
"972","2.9137","2.9137","2.9137"
"973","2.9137","2.9137","2.9137"
"974","2.8411","2.8411","2.8411"
"975","2.8411","2.8411","2.8411"
"976","3.0091","3.0091","3.0091"
"977","3.0091","3.0091","3.0091"
"978","2.8012","2.8012","2.8012"
"979","2.8012","2.8012","2.8012"
"980","3.3366","3.3366","3.3366"
"981","3.3366","3.3366","3.3366"
"982","3.3216","3.3216","3.3216"
"983","3.3216","3.3216","3.3216"
"984","3.1516","3.1516","3.1516"
"985","3.1516","3.1516","3.1516"
"986","2.8737","2.8737","2.8737"
"987","2.8737","2.8737","2.8737"
"988","2.7813","2.7813","2.7813"
"989","2.7813","2.7813","2.7813"
"990","2.8827","2.8827","2.8827"
"991","2.8827","2.8827","2.8827"
"992","3.1355","3.1355","3.1355"
"993","3.1355","3.1355","3.1355"
"994","2.7794","2.7794","2.7794"
"995","2.7794","2.7794","2.7794"
"996","3.4032","3.4032","3.4032"
"997","3.4032","3.4032","3.4032"
"998","2.8671","2.8671","2.8671"
"999","2.8671","2.8671","2.8671"
"1000","3.0508","3.0508","3.0508"
"1001","3.0508","3.0508","3.0508"
"1002","2.8889","2.8889","2.8889"
"1003","2.8889","2.8889","2.8889"
"1004","3.0516","3.0516","3.0516"
"1005","3.0516","3.0516","3.0516"
"1006","2.8574","2.8574","2.8574"
"1007","2.8574","2.8574","2.8574"
"1008","2.9302","2.9302","2.9302"
"1009","2.9302","2.9302","2.9302"
"1010","2.7894","2.7894","2.7894"
"1011","2.7894","2.7894","2.7894"
"1012","2.8811","2.8811","2.8811"
"1013","2.8811","2.8811","2.8811"
"1014","2.9637","2.9637","2.9637"
"1015","2.9637","2.9637","2.9637"
"1016","2.8503","2.8503","2.8503"
"1017","2.8503","2.8503","2.8503"
"1018","2.7429","2.7429","2.7429"
"1019","2.7429","2.7429","2.7429"
"1020","3.381","3.381","3.381"
"1021","3.381","3.381","3.381"
"1022","3.3679","3.3679","3.3679"
"1023","3.3679","3.3679","3.3679"
"1024","3.0162","3.0162","3.0162"
"1025","3.0162","3.0162","3.0162"
"1026","2.8567","2.8567","2.8567"
"1027","2.8567","2.8567","2.8567"
"1028","3.0095","3.0095","3.0095"
"1029","3.0095","3.0095","3.0095"
"1030","3.2587","3.2587","3.2587"
"1031","3.2587","3.2587","3.2587"
"1032","2.8831","2.8831","2.8831"
"1033","2.8831","2.8831","2.8831"
"1034","2.9747","2.9747","2.9747"
"1035","2.9747","2.9747","2.9747"
"1036","3.3237","3.3237","3.3237"
"1037","3.3237","3.3237","3.3237"
"1038","2.947","2.947","2.947"
"1039","2.947","2.947","2.947"
"1040","2.7775","2.7775","2.7775"
"1041","2.7775","2.7775","2.7775"
"1042","2.7822","2.7822","2.7822"
"1043","2.7822","2.7822","2.7822"
"1044","2.793","2.793","2.793"
"1045","2.793","2.793","2.793"
"1046","2.9741","2.9741","2.9741"
"1047","2.9741","2.9741","2.9741"
"1048","2.6376","2.6376","2.6376"
"1049","2.6376","2.6376","2.6376"
"1050","2.8573","2.8573","2.8573"
"1051","2.8573","2.8573","2.8573"
"1052","2.9536","2.9536","2.9536"
"1053","2.9536","2.9536","2.9536"
"1054","2.7632","2.7632","2.7632"
"1055","2.7632","2.7632","2.7632"
"1056","2.8726","2.8726","2.8726"
"1057","2.8726","2.8726","2.8726"
"1058","3.1813","3.1813","3.1813"
"1059","3.1813","3.1813","3.1813"
"1060","3.2662","3.2662","3.2662"
"1061","3.2662","3.2662","3.2662"
"1062","3.1497","3.1497","3.1497"
"1063","3.1497","3.1497","3.1497"
"1064","2.6052","2.6052","2.6052"
"1065","2.6052","2.6052","2.6052"
"1066","2.6592","2.6592","2.6592"
"1067","2.6592","2.6592","2.6592"
"1068","2.8894","2.8894","2.8894"
"1069","2.8894","2.8894","2.8894"
"1070","2.6719","2.6719","2.6719"
"1071","2.6719","2.6719","2.6719"
"1072","3.1575","3.1575","3.1575"
"1073","3.1575","3.1575","3.1575"
"1074","2.5997","2.5997","2.5997"
"1075","2.5997","2.5997","2.5997"
"1076","3.0097","3.0097","3.0097"
"1077","3.0097","3.0097","3.0097"
"1078","2.8175","2.8175","2.8175"
"1079","2.8175","2.8175","2.8175"
"1080","2.9608","2.9608","2.9608"
"1081","2.9608","2.9608","2.9608"
"1082","2.8823","2.8823","2.8823"
"1083","2.8823","2.8823","2.8823"
"1084","3.0348","3.0348","3.0348"
"1085","3.0348","3.0348","3.0348"
"1086","2.5641","2.5641","2.5641"
"1087","2.5641","2.5641","2.5641"
"1088","2.7634","2.7634","2.7634"
"1089","2.7634","2.7634","2.7634"
"1090","2.6892","2.6892","2.6892"
"1091","2.6892","2.6892","2.6892"
"1092","2.7508","2.7508","2.7508"
"1093","2.7508","2.7508","2.7508"
"1094","3.0678","3.0678","3.0678"
"1095","3.0678","3.0678","3.0678"
"1096","2.5579","2.5579","2.5579"
"1097","2.5579","2.5579","2.5579"
"1098","2.8663","2.8663","2.8663"
"1099","2.8663","2.8663","2.8663"
"1100","2.5641","2.5641","2.5641"
"1101","2.5641","2.5641","2.5641"
"1102","2.7434","2.7434","2.7434"
"1103","2.7434","2.7434","2.7434"
"1104","2.6862","2.6862","2.6862"
"1105","2.6862","2.6862","2.6862"
"1106","2.6066","2.6066","2.6066"
"1107","2.6066","2.6066","2.6066"
"1108","2.58","2.58","2.58"
"1109","2.58","2.58","2.58"
"1110","2.7787","2.7787","2.7787"
"1111","2.7787","2.7787","2.7787"
"1112","2.7728","2.7728","2.7728"
"1113","2.7728","2.7728","2.7728"
"1114","3.0492","3.0492","3.0492"
"1115","3.0492","3.0492","3.0492"
"1116","2.6803","2.6803","2.6803"
"1117","2.6803","2.6803","2.6803"
"1118","3.0344","3.0344","3.0344"
"1119","3.0344","3.0344","3.0344"
"1120","2.8249","2.8249","2.8249"
"1121","2.8249","2.8249","2.8249"
"1122","2.6867","2.6867","2.6867"
"1123","2.6867","2.6867","2.6867"
"1124","2.7127","2.7127","2.7127"
"1125","2.7127","2.7127","2.7127"
"1126","2.6994","2.6994","2.6994"
"1127","2.6994","2.6994","2.6994"
"1128","2.547","2.547","2.547"
"1129","2.547","2.547","2.547"
"1130","2.7427","2.7427","2.7427"
"1131","2.7427","2.7427","2.7427"
"1132","2.9798","2.9798","2.9798"
"1133","2.9798","2.9798","2.9798"
"1134","2.6956","2.6956","2.6956"
"1135","2.6956","2.6956","2.6956"
"1136","2.51","2.51","2.51"
"1137","2.51","2.51","2.51"
"1138","2.9144","2.9144","2.9144"
"1139","2.9144","2.9144","2.9144"
"1140","2.7792","2.7792","2.7792"
"1141","2.7792","2.7792","2.7792"
"1142","2.5298","2.5298","2.5298"
"1143","2.5298","2.5298","2.5298"
"1144","2.9133","2.9133","2.9133"
"1145","2.9133","2.9133","2.9133"
"1146","2.7537","2.7537","2.7537"
"1147","2.7537","2.7537","2.7537"
"1148","2.5646","2.5646","2.5646"
"1149","2.5646","2.5646","2.5646"
"1150","2.6052","2.6052","2.6052"
"1151","2.6052","2.6052","2.6052"
"1152","2.7169","2.7169","2.7169"
"1153","2.7169","2.7169","2.7169"
"1154","2.7664","2.7664","2.7664"
"1155","2.7664","2.7664","2.7664"
"1156","2.5718","2.5718","2.5718"
"1157","2.5718","2.5718","2.5718"
"1158","2.7865","2.7865","2.7865"
"1159","2.7865","2.7865","2.7865"
"1160","2.4596","2.4596","2.4596"
"1161","2.4596","2.4596","2.4596"
"1162","2.7455","2.7455","2.7455"
"1163","2.7455","2.7455","2.7455"
"1164","2.576","2.576","2.576"
"1165","2.576","2.576","2.576"
"1166","2.5291","2.5291","2.5291"
"1167","2.5291","2.5291","2.5291"
"1168","2.698","2.698","2.698"
"1169","2.698","2.698","2.698"
"1170","2.7451","2.7451","2.7451"
"1171","2.7451","2.7451","2.7451"
"1172","2.8663","2.8663","2.8663"
"1173","2.8663","2.8663","2.8663"
"1174","2.8055","2.8055","2.8055"
"1175","2.8055","2.8055","2.8055"
"1176","2.7342","2.7342","2.7342"
"1177","2.7342","2.7342","2.7342"
"1178","2.7323","2.7323","2.7323"
"1179","2.7323","2.7323","2.7323"
"1180","2.691","2.691","2.691"
"1181","2.691","2.691","2.691"
"1182","2.4508","2.4508","2.4508"
"1183","2.4508","2.4508","2.4508"
"1184","2.6741","2.6741","2.6741"
"1185","2.6741","2.6741","2.6741"
"1186","2.8246","2.8246","2.8246"
"1187","2.8246","2.8246","2.8246"
"1188","2.6218","2.6218","2.6218"
"1189","2.6218","2.6218","2.6218"
"1190","2.8384","2.8384","2.8384"
"1191","2.8384","2.8384","2.8384"
"1192","2.5875","2.5875","2.5875"
"1193","2.5875","2.5875","2.5875"
"1194","2.4846","2.4846","2.4846"
"1195","2.4846","2.4846","2.4846"
"1196","2.7413","2.7413","2.7413"
"1197","2.7413","2.7413","2.7413"
"1198","2.379","2.379","2.379"
"1199","2.379","2.379","2.379"
"1200","2.5361","2.5361","2.5361"
"1201","2.5361","2.5361","2.5361"
"1202","2.5248","2.5248","2.5248"
"1203","2.5248","2.5248","2.5248"
"1204","2.6836","2.6836","2.6836"
"1205","2.6836","2.6836","2.6836"
"1206","2.6505","2.6505","2.6505"
"1207","2.6505","2.6505","2.6505"
"1208","2.808","2.808","2.808"
"1209","2.808","2.808","2.808"
"1210","2.794","2.794","2.794"
"1211","2.794","2.794","2.794"
"1212","2.5171","2.5171","2.5171"
"1213","2.5171","2.5171","2.5171"
"1214","2.5197","2.5197","2.5197"
"1215","2.5197","2.5197","2.5197"
"1216","2.5894","2.5894","2.5894"
"1217","2.5894","2.5894","2.5894"
"1218","2.4481","2.4481","2.4481"
"1219","2.4481","2.4481","2.4481"
"1220","2.4466","2.4466","2.4466"
"1221","2.4466","2.4466","2.4466"
"1222","2.6448","2.6448","2.6448"
"1223","2.6448","2.6448","2.6448"
"1224","2.6845","2.6845","2.6845"
"1225","2.6845","2.6845","2.6845"
"1226","2.568","2.568","2.568"
"1227","2.568","2.568","2.568"
"1228","2.9145","2.9145","2.9145"
"1229","2.9145","2.9145","2.9145"
"1230","2.5753","2.5753","2.5753"
"1231","2.5753","2.5753","2.5753"
"1232","2.6286","2.6286","2.6286"
"1233","2.6286","2.6286","2.6286"
"1234","2.5542","2.5542","2.5542"
"1235","2.5542","2.5542","2.5542"
"1236","2.5175","2.5175","2.5175"
"1237","2.5175","2.5175","2.5175"
"1238","2.9473","2.9473","2.9473"
"1239","2.9473","2.9473","2.9473"
"1240","2.7703","2.7703","2.7703"
"1241","2.7703","2.7703","2.7703"
"1242","2.5144","2.5144","2.5144"
"1243","2.5144","2.5144","2.5144"
"1244","2.4946","2.4946","2.4946"
"1245","2.4946","2.4946","2.4946"
"1246","2.7826","2.7826","2.7826"
"1247","2.7826","2.7826","2.7826"
"1248","2.7292","2.7292","2.7292"
"1249","2.7292","2.7292","2.7292"
"1250","2.7419","2.7419","2.7419"
"1251","2.7419","2.7419","2.7419"
"1252","3.0939","3.0939","3.0939"
"1253","3.0939","3.0939","3.0939"
"1254","2.6661","2.6661","2.6661"
"1255","2.6661","2.6661","2.6661"
"1256","2.5757","2.5757","2.5757"
"1257","2.5757","2.5757","2.5757"
"1258","2.1223","2.1223","2.1223"
"1259","2.1223","2.1223","2.1223"
"1260","2.5106","2.5106","2.5106"
"1261","2.5106","2.5106","2.5106"
"1262","2.5335","2.5335","2.5335"
"1263","2.5335","2.5335","2.5335"
"1264","2.527","2.527","2.527"
"1265","2.527","2.527","2.527"
"1266","2.5441","2.5441","2.5441"
"1267","2.5441","2.5441","2.5441"
"1268","2.7013","2.7013","2.7013"
"1269","2.7013","2.7013","2.7013"
"1270","2.5615","2.5615","2.5615"
"1271","2.5615","2.5615","2.5615"
"1272","2.5287","2.5287","2.5287"
"1273","2.5287","2.5287","2.5287"
"1274","2.8268","2.8268","2.8268"
"1275","2.8268","2.8268","2.8268"
"1276","2.1666","2.1666","2.1666"
"1277","2.1666","2.1666","2.1666"
"1278","2.4419","2.4419","2.4419"
"1279","2.4419","2.4419","2.4419"
"1280","2.4413","2.4413","2.4413"
"1281","2.4413","2.4413","2.4413"
"1282","2.5463","2.5463","2.5463"
"1283","2.5463","2.5463","2.5463"
"1284","3.0536","3.0536","3.0536"
"1285","3.0536","3.0536","3.0536"
"1286","2.58","2.58","2.58"
"1287","2.58","2.58","2.58"
"1288","2.5975","2.5975","2.5975"
"1289","2.5975","2.5975","2.5975"
"1290","2.7092","2.7092","2.7092"
"1291","2.7092","2.7092","2.7092"
"1292","2.6494","2.6494","2.6494"
"1293","2.6494","2.6494","2.6494"
"1294","2.7698","2.7698","2.7698"
"1295","2.7698","2.7698","2.7698"
"1296","2.8279","2.8279","2.8279"
"1297","2.8279","2.8279","2.8279"
"1298","2.8505","2.8505","2.8505"
"1299","2.8505","2.8505","2.8505"
"1300","2.9286","2.9286","2.9286"
"1301","2.9286","2.9286","2.9286"
"1302","2.3172","2.3172","2.3172"
"1303","2.3172","2.3172","2.3172"
"1304","2.7828","2.7828","2.7828"
"1305","2.7828","2.7828","2.7828"
"1306","2.6457","2.6457","2.6457"
"1307","2.6457","2.6457","2.6457"
"1308","2.4557","2.4557","2.4557"
"1309","2.4557","2.4557","2.4557"
"1310","2.3744","2.3744","2.3744"
"1311","2.3744","2.3744","2.3744"
"1312","2.3664","2.3664","2.3664"
"1313","2.3664","2.3664","2.3664"
"1314","2.4075","2.4075","2.4075"
"1315","2.4075","2.4075","2.4075"
"1316","2.6244","2.6244","2.6244"
"1317","2.6244","2.6244","2.6244"
"1318","2.1499","2.1499","2.1499"
"1319","2.1499","2.1499","2.1499"
"1320","2.6971","2.6971","2.6971"
"1321","2.6971","2.6971","2.6971"
"1322","2.6204","2.6204","2.6204"
"1323","2.6204","2.6204","2.6204"
"1324","2.5768","2.5768","2.5768"
"1325","2.5768","2.5768","2.5768"
"1326","2.6205","2.6205","2.6205"
"1327","2.6205","2.6205","2.6205"
"1328","2.713","2.713","2.713"
"1329","2.713","2.713","2.713"
"1330","2.7699","2.7699","2.7699"
"1331","2.7699","2.7699","2.7699"
"1332","2.7377","2.7377","2.7377"
"1333","2.7377","2.7377","2.7377"
"1334","2.7817","2.7817","2.7817"
"1335","2.7817","2.7817","2.7817"
"1336","2.2331","2.2331","2.2331"
"1337","2.2331","2.2331","2.2331"
"1338","2.3785","2.3785","2.3785"
"1339","2.3785","2.3785","2.3785"
"1340","2.4581","2.4581","2.4581"
"1341","2.4581","2.4581","2.4581"
"1342","2.3949","2.3949","2.3949"
"1343","2.3949","2.3949","2.3949"
"1344","2.4658","2.4658","2.4658"
"1345","2.4658","2.4658","2.4658"
"1346","2.5156","2.5156","2.5156"
"1347","2.5156","2.5156","2.5156"
"1348","2.4859","2.4859","2.4859"
"1349","2.4859","2.4859","2.4859"
"1350","2.4864","2.4864","2.4864"
"1351","2.4864","2.4864","2.4864"
"1352","2.5744","2.5744","2.5744"
"1353","2.5744","2.5744","2.5744"
"1354","2.6817","2.6817","2.6817"
"1355","2.6817","2.6817","2.6817"
"1356","2.5846","2.5846","2.5846"
"1357","2.5846","2.5846","2.5846"
"1358","2.3428","2.3428","2.3428"
"1359","2.3428","2.3428","2.3428"
"1360","2.401","2.401","2.401"
"1361","2.401","2.401","2.401"
"1362","2.3927","2.3927","2.3927"
"1363","2.3927","2.3927","2.3927"
"1364","2.5665","2.5665","2.5665"
"1365","2.5665","2.5665","2.5665"
"1366","2.4477","2.4477","2.4477"
"1367","2.4477","2.4477","2.4477"
"1368","2.5","2.5","2.5"
"1369","2.5","2.5","2.5"
"1370","2.4927","2.4927","2.4927"
"1371","2.4927","2.4927","2.4927"
"1372","2.4641","2.4641","2.4641"
"1373","2.4641","2.4641","2.4641"
"1374","2.7177","2.7177","2.7177"
"1375","2.7177","2.7177","2.7177"
"1376","2.5531","2.5531","2.5531"
"1377","2.5531","2.5531","2.5531"
"1378","2.8207","2.8207","2.8207"
"1379","2.8207","2.8207","2.8207"
"1380","2.6106","2.6106","2.6106"
"1381","2.6106","2.6106","2.6106"
"1382","2.6633","2.6633","2.6633"
"1383","2.6633","2.6633","2.6633"
"1384","2.5568","2.5568","2.5568"
"1385","2.5568","2.5568","2.5568"
"1386","2.5303","2.5303","2.5303"
"1387","2.5303","2.5303","2.5303"
"1388","2.4653","2.4653","2.4653"
"1389","2.4653","2.4653","2.4653"
"1390","2.2906","2.2906","2.2906"
"1391","2.2906","2.2906","2.2906"
"1392","2.2227","2.2227","2.2227"
"1393","2.2227","2.2227","2.2227"
"1394","2.7031","2.7031","2.7031"
"1395","2.7031","2.7031","2.7031"
"1396","2.6894","2.6894","2.6894"
"1397","2.6894","2.6894","2.6894"
"1398","2.3737","2.3737","2.3737"
"1399","2.3737","2.3737","2.3737"
"1400","2.3472","2.3472","2.3472"
"1401","2.3472","2.3472","2.3472"
"1402","2.3132","2.3132","2.3132"
"1403","2.3132","2.3132","2.3132"
"1404","2.6688","2.6688","2.6688"
"1405","2.6688","2.6688","2.6688"
"1406","2.52","2.52","2.52"
"1407","2.52","2.52","2.52"
"1408","2.5329","2.5329","2.5329"
"1409","2.5329","2.5329","2.5329"
"1410","2.3727","2.3727","2.3727"
"1411","2.3727","2.3727","2.3727"
"1412","2.2852","2.2852","2.2852"
"1413","2.2852","2.2852","2.2852"
"1414","2.7948","2.7948","2.7948"
"1415","2.7948","2.7948","2.7948"
"1416","2.6043","2.6043","2.6043"
"1417","2.6043","2.6043","2.6043"
"1418","2.4489","2.4489","2.4489"
"1419","2.4489","2.4489","2.4489"
"1420","2.5243","2.5243","2.5243"
"1421","2.5243","2.5243","2.5243"
"1422","2.2819","2.2819","2.2819"
"1423","2.2819","2.2819","2.2819"
"1424","2.4423","2.4423","2.4423"
"1425","2.4423","2.4423","2.4423"
"1426","2.4342","2.4342","2.4342"
"1427","2.4342","2.4342","2.4342"
"1428","2.4704","2.4704","2.4704"
"1429","2.4704","2.4704","2.4704"
"1430","2.5383","2.5383","2.5383"
"1431","2.5383","2.5383","2.5383"
"1432","2.6236","2.6236","2.6236"
"1433","2.6236","2.6236","2.6236"
"1434","2.6036","2.6036","2.6036"
"1435","2.6036","2.6036","2.6036"
"1436","2.4777","2.4777","2.4777"
"1437","2.4777","2.4777","2.4777"
"1438","2.7068","2.7068","2.7068"
"1439","2.7068","2.7068","2.7068"
"1440","2.2459","2.2459","2.2459"
"1441","2.2459","2.2459","2.2459"
"1442","2.6389","2.6389","2.6389"
"1443","2.6389","2.6389","2.6389"
"1444","2.6233","2.6233","2.6233"
"1445","2.6233","2.6233","2.6233"
"1446","2.499","2.499","2.499"
"1447","2.499","2.499","2.499"
"1448","2.5574","2.5574","2.5574"
"1449","2.5574","2.5574","2.5574"
"1450","2.194","2.194","2.194"
"1451","2.194","2.194","2.194"
"1452","2.7523","2.7523","2.7523"
"1453","2.7523","2.7523","2.7523"
"1454","2.4739","2.4739","2.4739"
"1455","2.4739","2.4739","2.4739"
"1456","2.4831","2.4831","2.4831"
"1457","2.4831","2.4831","2.4831"
"1458","2.4203","2.4203","2.4203"
"1459","2.4203","2.4203","2.4203"
"1460","2.2506","2.2506","2.2506"
"1461","2.2506","2.2506","2.2506"
"1462","2.3838","2.3838","2.3838"
